assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1988-89,12,12,6,Swift Current Broncos,17,12,0,WHL
1,1988-89,5,6,5,Swift Current Broncos,17,8,0,M-Cup
3,1989-90,4,4,1,Swift Current Broncos,18,10,0,WHL
2,1990-91,3,6,4,Swift Current Broncos,19,6,0,WHL
10,1991-92,15,15,5,Seattle Thunderbirds,20,27,0,WHL
1,1992-93,3,1,0,Tri-City Americans,21,8,0,WHL
6,1995-96,16,14,8,Charlotte Checkers,24,24,0,ECHL
4,1996-97,3,5,1,Wheeling Nailers,25,6,0,ECHL
8,1996-97,16,13,5,Hamilton Bulldogs,25,4,0,AHL
1,2000-01,3,1,0,Anchorage Aces,29,0,0,WCHL
2,2001-02,4,2,0,Anchorage Aces,30,28,0,WCHL
2,2003-04,7,4,2,Alaska Aces,32,8,0,ECHL
6,2004-05,11,10,4,Alaska Aces,33,20,0,ECHL
15,2005-06,22,20,5,Alaska Aces,34,30,0,ECHL
10,2006-07,15,13,3,Alaska Aces,35,16,0,ECHL
7,2007-08,9,9,2,Alaska Aces,36,16,0,ECHL
