assists,year,games_played,points,goals,team,age,pim,plus_minus,league
11,1987-88,18,16,5,West Kildonan North Stars,16,28,0,MJHL
31,1988-89,68,61,30,Swift Current Broncos,17,48,0,WHL
51,1989-90,69,94,43,Swift Current Broncos,18,84,0,WHL
64,1990-91,69,118,54,Swift Current Broncos,19,68,0,WHL
4,1991-92,7,7,3,Canada,20,16,0,WJC-A
14,1991-92,19,21,7,Seattle Thunderbirds,20,133,0,WHL
12,1992-93,9,21,9,Tri-City Americans,21,12,0,WHL
9,1993-94,25,15,6,Salt Lake Golden Eagles,22,8,0,IHL
28,1993-94,23,39,11,Detroit Falcons,22,42,0,ColHL
4,1994-95,10,5,1,Minnesota Moose,23,2,0,IHL
1,1995-96,7,3,2,Baltimore Bandits,24,2,0,AHL
36,1995-96,44,64,28,2 Teams,24,135,0,ECHL
22,1995-96,26,34,12,Jacksonville Lizard Kings,24,129,0,ECHL
14,1995-96,18,30,16,Charlotte Checkers,24,6,0,ECHL
48,1996-97,49,65,17,2 Teams,25,126,0,ECHL
3,1996-97,9,4,1,2 Teams,25,2,0,AHL
24,1996-97,32,36,12,Charlotte Checkers,25,116,0,ECHL
24,1996-97,17,29,5,Wheeling Nailers,25,10,0,ECHL
3,1996-97,6,4,1,Rochester Americans,25,2,0,AHL
0,1996-97,3,0,0,Hamilton Bulldogs,25,0,0,AHL
5,1997-98,32,7,2,Providence Bruins,26,30,-17,AHL
21,1997-98,41,30,9,2 Teams,26,89,-4,IHL
12,1997-98,13,14,2,San Antonio Dragons,26,20,4,IHL
9,1997-98,28,16,7,Quebec Rafales,26,69,-8,IHL
26,1998-99,26,36,10,HK Olimpija Ljubljana,27,28,0,Alpenliga
28,1998-99,29,39,11,New Orleans Brass,27,61,-3,ECHL
12,1999-00,34,23,11,Tallahassee Tiger Sharks,28,38,-14,ECHL
4,1999-00,25,10,6,Quebec Citadelles,28,4,-3,AHL
53,2000-01,66,89,36,Anchorage Aces,29,182,0,WCHL
33,2001-02,64,62,29,Anchorage Aces,30,161,-19,WCHL
40,2002-03,72,63,23,Anchorage Aces,31,91,-41,WCHL
42,2003-04,70,61,19,Alaska Aces,32,113,5,ECHL
10,2004-05,40,18,8,Alaska Aces,33,73,-11,ECHL
19,2005-06,33,33,14,Alaska Aces,34,30,0,ECHL
63,2006-07,70,81,18,Alaska Aces,35,128,24,ECHL
41,2007-08,71,66,25,Alaska Aces,36,134,-16,ECHL
36,2008-09,60,54,18,Phoenix RoadRunners,37,42,-22,ECHL
