assists,year,games_played,points,goals,team,age,pim,plus_minus,league
5,1953-54,27,9,4,Edmonton Oil Kings,17,17,0,WCJHL
12,1954-55,35,27,15,Edmonton Oil Kings,18,70,0,WCJHL
8,1955-56,15,20,12,Edmonton Oil Kings,19,31,0,WCJHL
0,1955-56,1,0,0,Edmonton Flyers,19,0,0,WHL
1,1956-57,1,1,0,Edmonton Flyers,20,2,0,WHL
9,1957-58,39,20,11,Penticton Vees,21,84,0,OSHL
0,1957-58,3,0,0,Edmonton Flyers,21,8,0,WHL
13,1958-59,37,21,8,Edmonton Flyers,22,60,0,WHL
12,1959-60,64,27,15,Edmonton Flyers,23,94,0,WHL
18,1960-61,51,29,11,Edmonton Flyers,24,103,0,WHL
9,1961-62,28,13,4,Sudbury Wolves,25,46,0,EPHL
3,1961-62,19,5,2,Vancouver Canucks,25,20,0,WHL
7,1962-63,55,16,9,Los Angeles Blades,26,50,0,WHL
