giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,10,0,22,0,12,9,0,20,0,65,NYR,2,0,[],0.0,0,0,-1,0,0,0,2010-11,3,6:30,0,19,0,0
8,NHL,68,0,23,4,82,48,8,118,0,555,VAN,14,0.0,[],8.3,4,4,-1,4,0,0,2011-12,23,8:10,0,81,0,4
5,NHL,40,2,24,7,55,35,6,84,0,382,VAN,8,12.5,[],8.6,3,3,-7,3,1,0,2012-13,13,9:33,0,43,0,3
14,NHL,61,1,25,4,65,41,16,103,0,513,TOT,17,0.0,[],14.6,5,10,3,6,0,0,2013-14,26,8:25,1,59,0,10
10,NHL,44,0,25,4,43,29,12,65,0,342,VAN,12,0.0,[],10.3,2,9,-1,3,0,0,2013-14,13,7:46,1,42,0,9
4,NHL,17,1,25,0,22,12,4,38,0,172,MTL,5,0,[],25.0,3,1,4,3,0,0,2013-14,13,10:07,0,17,0,1
12,NHL,79,1,26,7,155,91,29,145,0,962,MTL,26,41.7,[],11.0,10,19,21,10,5,0,2014-15,34,12:11,0,34,0,19
16,NHL,71,1,27,19,220,136,27,127,3,952,TOT,18,45.7,[],10.3,11,13,4,14,16,0,2015-16,26,13:25,3,24,0,10
13,NHL,56,1,27,15,191,117,26,108,3,803,MTL,17,50.0,[],12.0,11,12,0,14,15,0,2015-16,23,14:21,3,22,0,9
3,NHL,15,0,27,4,29,19,1,19,0,149,CHI,1,20.0,[],0.0,0,1,4,0,1,0,2015-16,3,9:57,0,2,0,1
14,NHL,64,2,28,0,144,94,15,135,1,824,PHI,13,100.0,[],8.5,7,7,1,8,3,0,2016-17,24,12:53,1,39,0,6
