average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,20,1,2,3,11,2,0,0,0,1994-95,WSH,2,1,[],18.2,,8
,3,0,0,NHL,21,0,8,-5,22,2,0,0,1,1995-96,WSH,2,1,[],9.1,,20
,0,0,0,NHL,23,0,0,-1,3,0,0,0,0,1997-98,CHI,0,0,[],0.0,,2
