pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Lac St-Louis Lions,1,0,4,QAAA,2,1989-90,15,3
0,St-Hyacinthe Laser,2,0,3,QMJHL,4,1990-91,16,1
14,St-Hyacinthe Laser,4,0,11,QMJHL,6,1991-92,17,7
0,Baltimore Skipjacks,0,0,0,AHL,3,1992-93,18,0
8,Hull Olympiques,17,0,38,QMJHL,20,1993-94,19,21
2,Portland Pirates,1,0,6,AHL,4,1994-95,20,5
8,Portland Pirates,18,0,33,AHL,22,1995-96,21,15
0,Las Vegas Thunder,1,0,3,IHL,3,1996-97,22,2
4,Fredericton Canadiens,0,0,0,AHL,2,1997-98,23,0
2,Fredericton Canadiens,5,0,17,AHL,15,1998-99,24,12
4,Springfield Falcons,2,0,2,AHL,4,1999-00,25,0
10,Trois-Rivieres Caron & Guay,7,0,12,QNAHL,13,2007-08,33,5
