assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Notre Dame Hounds,1,1987-88,5,2,0,17,0,Cen-Cup
0,Milwaukee Admirals,0,1991-92,1,0,2,21,0,IHL
0,Kalamazoo Wings,3,1993-94,5,3,14,23,0,IHL
8,Kalamazoo Wings,2,1994-95,16,10,10,24,0,IHL
10,Utah Grizzlies,4,1995-96,20,14,8,25,0,IHL
1,Kansas City Blades,0,1996-97,3,1,0,26,0,IHL
7,Orlando Solar Bears,5,1997-98,17,12,20,27,0,IHL
1,EV Landshut,1,1998-99,3,2,29,28,0,Germany
3,Munchen Barons,1,1999-00,11,4,43,29,0,Germany
5,Munchen Barons,4,2000-01,11,9,12,30,0,Germany
3,Munchen Barons,1,2001-02,6,4,4,31,0,Germany
