assists,team,goals,year,games_played,points,pim,age,plus_minus,league
33,Notre Dame Hounds,5,1987-88,54,38,152,17,0,SJHL
24,University of North Dakota,8,1988-89,41,32,62,18,0,WCHA
39,University of North Dakota,11,1989-90,38,50,40,19,0,WCHA
1,Canada,0,1989-90,7,1,2,19,0,WJC-A
26,University of North Dakota,11,1990-91,39,37,52,20,0,WCHA
18,Milwaukee Admirals,7,1991-92,56,25,34,21,0,IHL
16,Hamilton Canucks,7,1992-93,70,23,68,22,0,AHL
28,Kalamazoo Wings,14,1993-94,68,42,92,23,0,IHL
20,Kalamazoo Wings,12,1994-95,60,32,70,24,0,IHL
31,Utah Grizzlies,14,1995-96,74,45,58,25,0,IHL
26,Kansas City Blades,9,1996-97,71,35,62,26,0,IHL
22,2 Teams,7,1997-98,65,29,63,27,9,IHL
19,Kansas City Blades,6,1997-98,57,25,55,27,8,IHL
3,Orlando Solar Bears,1,1997-98,8,4,8,27,1,IHL
16,EV Landshut,14,1998-99,46,30,66,28,0,Germany
14,Munchen Barons,6,1999-00,44,20,74,29,0,Germany
18,Munchen Barons,15,2000-01,54,33,70,30,0,Germany
0,Munchen Barons,1,2000-01,3,1,10,30,0,Con-Cup
4,Munchen Barons,4,2001-02,19,8,26,31,0,Germany
