age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,0,-4,NHL,9,0,1997-98,0,4,0,,0,2,,OTT,0
23,,0,0,1,3,NHL,6,0,1998-99,0,0,0,10:20,0,4,62,PHX,1
24,,0.0,0,0,0,NHL,5,0,1999-00,0,1,0,11:28,0,0,57,PHX,0
27,,0.0,0,2,0,NHL,7,0,2002-03,0,4,0,18:35,0,2,130,TBL,2
28,SC,0.0,0,0,1,NHL,2,0,2003-04,0,1,0,13:48,0,0,28,TBL,0
