age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,12.5,1,1,0,NHL,7,0,1984-85,0,8,1,,0,12,,MTL,2
19,SC,0.0,0,0,2,NHL,8,0,1985-86,0,3,0,,0,21,,MTL,0
20,,0.0,0,5,-1,NHL,14,0,1986-87,0,15,0,,0,10,,MTL,5
21,,0.0,0,5,1,NHL,10,0,1987-88,0,19,0,,0,12,,MTL,5
22,,4.3,1,11,-3,NHL,21,0,1988-89,0,23,1,,0,16,,MTL,12
23,,0.0,0,5,7,NHL,10,0,1989-90,0,12,0,,0,7,,MTL,5
24,,0.0,0,1,-1,NHL,2,0,1990-91,0,5,0,,0,2,,MTL,1
25,,8.3,0,4,0,NHL,7,1,1991-92,0,12,1,,0,6,,BUF,5
27,,0.0,0,0,-1,NHL,3,0,1993-94,0,2,0,,0,4,,BUF,0
28,,0.0,0,4,5,NHL,14,0,1994-95,0,15,0,,0,8,,PHI,4
29,,0.0,0,6,6,NHL,12,0,1995-96,0,17,0,,0,22,,PHI,6
30,,11.1,1,2,4,NHL,16,0,1996-97,0,9,1,,0,16,,PHI,3
31,,0.0,0,1,-1,NHL,3,0,1997-98,0,1,0,,0,4,,PHI,1
