bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,BCJHL,34,Maple Ridge Blazers,2122,17,0,0,0,116,0,0,0,1,0,0,0,0,0,0,1975-76,0,3.28,0,0
0,BCJHL,65,Abbotsford Flyers,3897,18,34,0,0,294,0,0,3,4,28,0,0,0,0,0,1976-77,0,4.53,0,0
0,WCJHL,37,Flin Flon Bombers,1939,19,17,0,0,178,0,0,5,0,14,0,0,0,0,0,1977-78,0,5.51,0,0
0,CHL,13,Kansas City Red Wings,688,20,6,0,0,45,0,0,1,0,4,0,0,0,0,0,1978-79,0,3.92,0,0
0,IHL,69,Kalamazoo Wings,4000,21,0,0,0,232,0,0,0,5,0,0,0,0,0,0,1979-80,0,3.48,0,0
0,AHL,16,Adirondack Red Wings,789,22,9,0,0,53,0,0,1,0,4,0,0,0,0,0,1980-81,0,4.03,0,0
0,AHL,55,Adirondack Red Wings,3207,23,23,0,0,175,0,0,4,1,25,0,0,0,0,0,1981-82,0,3.27,0,0
0,AHL,32,Adirondack Red Wings,1709,24,0,0,0,128,0,0,0,3,0,0,0,0,0,0,1982-83,0,4.49,0,0
0,IHL,12,Kalamazoo Wings,674,24,0,0,0,51,0,0,0,0,0,0,0,0,0,0,1982-83,0,4.54,0,0
