goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.6,0,NHL,6,QUE,284,20,3,0,1,16,0,0,0,0,2,1,0,0,0,.870,1987-88,123,3.38,0,[],107
4.8,0,NHL,26,QUE,1367,21,10,90,3,82,0,9.17,3,0,10,3,0,0,0,.892,1988-89,756,3.60,2,[],674
4.0,0,NHL,35,QUE,1978,22,24,118,0,152,0,-23.62,3,0,5,0,0,0,0,.859,1989-90,1080,4.61,2,[],928
10.1,0,NHL,56,QUE,3144,23,0,100,0,212,0,-1.02,10,0,12,0,0,0,0,.885,1990-91,1851,4.05,0,"[{'link': '/awards/voting-1991.html#vezina', 'name': 'Vezina-10'}]",1639
2.9,0,NHL,33,TOT,1707,24,18,121,0,116,0,-20.37,3,1,7,0,0,0,0,.864,1991-92,855,4.08,2,[],739
2.7,0,NHL,30,QUE,1583,24,17,121,0,106,0,-18.54,3,1,6,0,0,0,0,.864,1991-92,782,4.02,0,[],676
0.2,0,NHL,3,EDM,124,24,1,0,0,10,0,0,0,0,1,0,0,0,0,.863,1991-92,73,4.84,2,[],63
3.7,0,NHL,26,EDM,1338,25,12,105,0,93,0,-4.73,2,0,9,0,0,0,0,.879,1992-93,767,4.17,2,[],674
5.8,0,NHL,36,TOT,1898,26,18,95,0,100,0,4.93,2,1,12,0,0,0,0,.900,1993-94,1000,3.16,2,[],900
5.4,0,NHL,28,MDA,1520,26,15,87,0,76,0,10.88,1,1,10,0,0,0,0,.908,1993-94,828,3.00,2,[],752
0.4,0,NHL,8,MTL,378,26,3,0,0,24,0,0,1,0,2,0,0,0,0,.860,1993-94,172,3.81,0,[],148
0.9,0,NHL,7,MTL,346,27,3,0,0,18,0,0,1,0,1,0,0,0,0,.895,1994-95,172,3.12,0,[],154
3.9,0,NHL,37,OTT,1991,29,15,111,1,93,0,-8.97,1,3,17,1,0,0,0,.895,1996-97,882,2.80,0,[],789
5.1,0,NHL,42,OTT,2236,30,14,102,0,84,0,-1.30,8,3,15,0,0,0,0,.905,1997-98,882,2.25,0,[],798
7.8,0,NHL,43,OTT,2508,31,10,81,0,75,0,17.67,8,3,22,0,0,0,0,.925,1998-99,1005,0,0,"[{'link': '/awards/voting-1999.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-1999.html#hart', 'name': 'Hart-14'}, {'link': '/awards/voting-1999.html#vezina', 'name': 'Vezina-5'}]",930
7.2,0,NHL,51,TOT,2809,32,14,101,0,118,0,-1.64,8,4,22,0,0,0,0,.903,1999-00,1217,2.52,0,[],1099
5.6,0,NHL,44,OTT,2435,32,12,106,0,103,0,-5.48,8,4,18,0,0,0,0,.899,1999-00,1020,2.54,0,[],917
1.6,0,NHL,7,PIT,374,32,2,0,0,15,0,0,0,0,4,0,0,0,0,.924,1999-00,197,2.41,0,[],182
11.6,0,NHL,53,CBJ,3129,33,25,86,1,127,0,20.82,5,4,22,1,0,0,0,.917,2000-01,1528,2.44,2,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-12'}]",1401
6.4,0,NHL,44,CBJ,2502,34,27,108,1,119,0,-8.76,3,2,12,1,0,0,0,.900,2001-02,1195,2.85,0,[],1076
3.1,0,NHL,31,DAL,1701,35,10,114,0,70,0,-8.74,5,4,15,0,0,0,0,.896,2002-03,672,2.47,0,[],602
1.1,0,NHL,11,DAL,548,36,7,0,0,22,0,0,0,1,3,0,0,0,0,.900,2003-04,220,2.41,0,[],198
