age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,0,-2,NHL,15,0,1994-95,0,24,0,,0,10,,PHI,0
24,,0.0,0,0,-5,NHL,12,0,1995-96,0,17,0,,0,18,,PHI,0
25,,2.8,1,6,14,NHL,19,0,1996-97,1,36,1,,0,6,,PHI,7
26,,0.0,0,1,-1,NHL,5,0,1997-98,0,15,0,,0,4,,PHI,1
27,,0.0,0,0,1,NHL,6,0,1998-99,0,6,0,20:23,0,6,122,PHI,0
28,,0.0,0,1,-1,NHL,18,0,1999-00,0,25,0,21:40,0,12,390,PHI,1
29,,9.1,1,0,-4,NHL,6,0,2000-01,0,11,1,20:55,0,8,125,PHI,1
30,,0.0,0,0,-3,NHL,5,0,2001-02,0,9,0,19:50,0,2,99,PHI,0
31,,0.0,0,2,0,NHL,13,0,2002-03,0,13,0,17:51,0,2,232,PHI,2
32,,33.3,2,0,1,NHL,5,0,2003-04,0,6,2,17:04,0,0,85,DAL,2
