league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,23,1,25,42,21,7,,QUE,[],16.7,5,14,-1,7,0,1991-92,,2,14,0,7
NHL,32,0,26,94,37,5,,QUE,[],16.0,10,22,13,15,3,1992-93,,2,14,2,15
NHL,76,1,27,170,65,8,,QUE,[],16.5,22,37,12,28,0,1993-94,,6,42,1,28
NHL,40,5,28,70,30,7,,QUE,[],14.3,4,20,3,10,1,1994-95,,5,22,0,13
NHL,81,5,29,220,85,13,,COL,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-7'}]",17.3,19,47,14,38,1,1995-96,,18,85,1,33
NHL,68,4,30,165,66,18,,COL,[],17.0,20,38,5,28,0,1996-97,,8,38,0,20
NHL,75,4,31,173,66,19,,COL,"[{'link': '/awards/voting-1998.html#AS', 'name': 'AS-5'}]",15.0,18,40,-2,26,0,1997-98,,8,60,0,21
NHL,65,2,32,123,44,10,1143,COL,[],11.4,12,30,1,14,0,1998-99,17:35,2,28,0,20
NHL,58,1,33,88,32,4,868,NYR,[],14.8,10,19,-13,13,0,1999-00,14:57,3,24,0,15
NHL,65,1,34,129,34,5,995,NYR,[],10.9,8,20,-18,14,0,2000-01,15:19,6,36,0,15
NHL,54,1,35,72,21,2,618,TOT,[],9.7,7,14,1,7,0,2001-02,11:27,0,20,0,12
NHL,24,1,35,32,9,2,231,DAL,[],9.4,3,6,3,3,0,2001-02,9:38,0,2,0,4
NHL,30,0,35,40,12,0,387,NJD,[],10.0,4,8,-2,4,0,2001-02,12:54,0,18,0,8
