pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Richelieu Riverains,1,0,1,QAAA,3,1988-89,15,0
34,Richelieu Riverains,63,0,116,QAAA,42,1989-90,16,53
34,Drummondville Voltigeurs,40,0,65,QMJHL,45,1990-91,17,25
90,Drummondville Voltigeurs,50,0,96,QMJHL,56,1991-92,18,46
143,Drummondville Voltigeurs,69,0,148,QMJHL,63,1992-93,19,79
56,Cornwall Aces,40,0,77,AHL,68,1993-94,20,37
79,Cornwall Aces,24,0,57,AHL,65,1994-95,21,33
10,Cornwall Aces,6,0,11,AHL,9,1995-96,22,5
32,Adler Mannheim,9,0,26,Germany,32,2001-02,28,17
49,Adler Mannheim,8,0,12,Germany,29,2002-03,29,4
78,Adler Mannheim,17,0,39,Germany,44,2003-04,30,22
121,Adler Mannheim,19,0,38,Germany,48,2004-05,31,19
48,Adler Mannheim,10,0,21,Germany,21,2005-06,32,11
80,Adler Mannheim,17,0,42,Germany,51,2006-07,33,25
118,Adler Mannheim,20,0,35,Germany,43,2007-08,34,15
96,Adler Mannheim,15,0,32,Germany,46,2008-09,35,17
