average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,2,0,0,NHL,20,0,0,1,14,1,0,0,1,1993-94,QUE,1,1,[],7.1,,9
,3,0,0,NHL,21,3,2,3,4,0,0,0,0,1994-95,QUE,0,3,[],0.0,,8
,9,0,0,NHL,22,6,33,10,35,3,0,0,0,1995-96,COL,3,6,[],8.6,,33
,27,3,0,NHL,23,13,67,14,128,11,1,0,2,1996-97,COL,12,15,[],9.4,,76
,28,4,0,NHL,24,7,133,8,117,12,4,0,5,1997-98,COL,16,12,[],13.7,,68
13:25,31,1,0,NHL,25,11,68,1,127,10,3,0,7,1998-99,TOT,13,18,[],10.2,979,73
11:39,22,1,0,NHL,25,8,58,3,82,6,2,0,6,1998-99,COL,8,14,[],9.8,617,53
18:05,9,0,0,NHL,25,3,10,-2,45,4,1,0,1,1998-99,CGY,5,4,[],11.1,362,20
11:38,15,0,0,NHL,26,8,60,-11,109,4,1,0,2,1999-00,TOT,5,10,[],4.6,605,52
11:46,14,0,0,NHL,26,8,60,-7,100,4,0,0,2,1999-00,CGY,4,10,[],4.0,565,48
9:55,1,0,0,NHL,26,0,0,-4,9,0,1,0,0,1999-00,PIT,1,0,[],11.1,40,4
11:28,17,1,0,NHL,27,7,57,-3,85,6,2,1,1,2000-01,PIT,8,9,[],9.4,493,43
