year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1943-44,18,18,6,30,0,OHA-Jr.,24,St. Michael\'s Majors,48
1944-45,19,18,6,23,0,OHA-Jr.,15,St. Michael\'s Majors,41
1944-45,19,1,0,1,0,TIHL,1,Toronto Tip Tops,2
1945-46,20,9,11,32,0,USHL,45,Tulsa Oilers,41
1947-48,22,28,10,49,0,OHA-Sr.,33,Toronto Marlboros,77
1948-49,23,21,10,18,0,OHA-Sr.,37,Toronto Marlboros,39
1949-50,24,17,14,33,0,OHA-Sr.,29,Toronto Marlboros,50
1950-51,25,4,0,12,0,AHL,17,Pittsburgh Hornets,16
1951-52,26,5,0,3,0,AHL,8,Buffalo Bisons,8
1953-54,28,7,0,15,0,AHL,16,Buffalo Bisons,22
1955-56,30,6,6,9,0,WHL,37,Edmonton Flyers,15
