power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,2,1,0,NHL,1926-27,30,1,NYR,,0,6,0,0,0,,,0,0
0,0,5,0,NHL,1927-28,31,2,NYR,,0,26,0,0,0,,SC,0,0
0,0,0,0,NHL,1928-29,32,0,NYR,,0,6,0,0,0,,,0,0
0,4,1,0,NHL,1929-30,33,0,NYR,,1,11,0,0,0,,,0,0
0,4,3,0,NHL,1930-31,34,3,NYR,,0,4,0,0,0,,,0,0
0,0,6,0,NHL,1931-32,35,3,NYR,,3,2,0,0,0,,,0,0
0,8,5,0,NHL,1932-33,36,3,NYR,,2,4,0,0,0,,SC,0,0
0,2,0,0,NHL,1933-34,37,0,NYR,,0,2,0,0,0,,,0,0
0,4,3,0,NHL,1934-35,38,1,NYR,,2,7,0,0,0,,,0,0
