pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Omaha Knights,2,0,3,CHL,5,1973-74,20,1
2,New Haven Nighthawks,0,0,1,AHL,3,1975-76,22,1
15,Columbus Owls,5,0,6,IHL,7,1976-77,23,1
36,Grand Rapids Owls,15,0,25,IHL,22,1978-79,25,10
6,Milwaukee Admirals,3,0,4,IHL,7,1980-81,27,1
4,Milwaukee Admirals,2,0,4,IHL,5,1981-82,28,2
10,Milwaukee Admirals,7,0,12,IHL,11,1982-83,29,5
0,Milwaukee Admirals,2,0,2,IHL,4,1983-84,30,0
2,Kalamazoo Wings,4,0,13,IHL,11,1984-85,31,9
2,Kalamazoo Wings,3,0,3,IHL,6,1985-86,32,0
