assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Calgary Shamrocks,0,1928-29,3,0,0,16,0,CCJHL
2,Calgary Canadians,1,1930-31,2,3,0,18,0,CCJHL
12,Calgary Bronks,9,1931-32,20,21,50,19,0,ASHL
9,Drumheller Miners,11,1932-33,15,20,12,20,0,ASHL
3,2 Teams,1,1933-34,37,4,11,21,0,IHL
0,Cleveland Falcons,0,1933-34,14,0,0,21,0,IHL
3,Syracuse Stars,1,1933-34,23,4,11,21,0,IHL
10,Philadelphia Arrows,6,1934-35,26,16,23,22,0,Can-Am
6,2 Teams,6,1935-36,45,12,34,23,0,IHL
0,Rochester Cardinals,0,1935-36,4,0,0,23,0,IHL
6,Detroit Olympics,6,1935-36,41,12,34,23,0,IHL
15,2 Teams,4,1936-37,50,19,47,24,0,IAHL
6,Pittsburgh Hornets,1,1936-37,24,7,20,24,0,IAHL
9,Cleveland Barons,3,1936-37,26,12,27,24,0,IAHL
22,Kansas City Greyhounds,16,1937-38,48,38,19,25,0,AHA
36,St. Louis Flyers,16,1938-39,39,52,40,26,0,AHA
48,St. Louis Flyers,23,1939-40,48,71,31,27,0,AHA
33,St. Louis Flyers,11,1940-41,48,44,26,28,0,AHA
13,St. Louis Flyers,15,1941-42,44,28,22,29,0,AHA
45,Hershey Bears,30,1942-43,56,75,33,30,0,AHL
31,Hershey Bears,19,1943-44,53,50,43,31,0,AHL
36,St. Louis Flyers,23,1944-45,55,59,21,32,0,AHL
32,St. Louis Flyers,9,1945-46,58,41,34,33,0,AHL
9,St. Louis Flyers,3,1946-47,46,12,20,34,0,AHL
12,Calgary Stampeders,2,1947-48,45,14,78,35,0,WCSHL
27,Nelson Maple Leafs,14,1948-49,36,41,56,36,0,WIHL
24,Nelson Maple Leafs,7,1950-51,22,31,38,38,0,WIHL
