assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1943-44,7,5,2,Toronto CIL,17,2,0,TIHL
0,1943-44,3,1,1,Hamilton Whizzers,17,0,0,OHA-Jr.
0,1944-45,4,0,0,Toronto Young Rangers,18,8,0,OHA-Jr.
0,1944-45,3,0,0,Porcupine Combines,18,2,0,M-Cup
2,1945-46,7,3,1,Omaha Knights,19,0,0,USHL
2,1947-48,3,2,0,Omaha Knights,21,9,0,USHL
2,1948-49,2,2,0,Indianapolis Capitols,22,0,0,AHL
5,1949-50,8,7,2,Indianapolis Capitols,23,16,0,AHL
2,1954-55,14,5,3,Montreal Royals,28,34,0,QHL
3,1955-56,5,3,0,Buffalo Bisons,29,4,0,AHL
0,1956-57,5,0,0,Buffalo/Hershey,30,2,0,AHL
0,1957-58,1,0,0,Hershey Bears,31,0,0,AHL
