game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,0,0,0,20,,2,0,1946-47,0,0,0,0,DET,,4,,NHL
0,0,0,0,0,21,,1,0,1947-48,0,0,0,0,DET,,0,,NHL
0,0,0,0,0,23,,4,3,1949-50,3,0,0,0,DET,SC,8,,NHL
0,0,0,0,0,26,,7,2,1952-53,3,0,1,0,CBH,,4,,NHL
