goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
3.6,0,NHL,31,CGY,1618,27,14,108,0,78,0,-5.59,3,1,9,0,0,0,0,.897,1996-97,760,2.89,2,[],682
4.1,0,NHL,39,CGY,2205,28,16,118,4,110,0,-16.52,8,0,11,4,0,0,0,.890,1997-98,997,2.99,10,[],887
2.7,0,NHL,18,BUF,911,29,8,99,0,42,0,0.42,2,1,6,0,0,0,0,.909,1998-99,460,2.77,4,[],418
1.1,0,NHL,14,BUF,677,30,7,0,0,32,0,0,3,0,1,0,0,0,0,.884,1999-00,277,2.84,0,[],245
6.1,0,NHL,45,MIN,2506,32,20,107,0,112,0,-7.57,7,5,14,0,0,0,0,.901,2001-02,1132,2.68,8,[],1020
10.8,0,NHL,50,MIN,2945,33,16,81,1,98,0,23.61,8,4,23,1,0,0,0,.927,2002-03,1334,2.00,4,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-2003.html#vezina', 'name': 'Vezina-6'}]",1236
11.5,0,NHL,48,MIN,2847,34,18,0,1,89,0,28.82,11,5,19,1,0,0,0,0,2003-04,1323,1.88,8,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2004.html#vezina', 'name': 'Vezina-9'}]",1234
8.6,0,NHL,43,TOT,2524,36,24,93,1,115,0,9.01,5,2,14,1,0,0,0,.908,2005-06,1256,2.73,8,[],1141
5.3,0,NHL,24,MIN,1361,36,17,91,0,68,0,6.94,1,1,6,0,0,0,0,.910,2005-06,759,3.00,6,[],691
3.2,0,NHL,19,EDM,1163,36,7,96,1,47,0,2.07,4,1,8,1,0,0,0,.905,2005-06,497,2.42,2,[],450
12.8,0,NHL,68,EDM,3932,37,0,96,3,180,0,6.58,6,4,27,3,0,0,0,.909,2006-07,1969,2.75,12,[],1789
6.3,7,NHL,43,EDM,2340,38,17,109,1,119,38,-9.63,5,0,15,1,.447,0,17,.901,2007-08,1204,3.05,2,[],1085
13.1,9,NHL,63,EDM,3597,39,24,93,1,166,62,12.72,9,1,28,1,.581,0,36,.915,2008-09,1953,2.77,10,[],1787
8.5,10,NHL,50,NYI,2897,40,18,105,0,145,49,-7.02,7,1,23,0,.551,0,27,.907,2009-10,1555,3.00,14,[],1410
9.6,8,NHL,54,TOT,3199,41,25,99,2,138,54,1.04,5,4,24,2,.556,0,30,.914,2010-11,1596,2.59,8,[],1458
4.0,1,NHL,20,NYI,1206,41,13,97,1,53,20,1.80,1,0,6,1,.600,0,12,.916,2010-11,629,2.64,2,[],576
5.7,7,NHL,34,TBL,1993,41,12,101,1,85,34,-0.76,4,4,18,1,.529,0,18,.912,2010-11,967,2.56,6,[],882
3.2,9,NHL,40,TBL,2099,42,16,131,0,128,31,-30.64,3,1,13,0,.290,0,9,.886,2011-12,1126,3.66,6,[],998
