shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
100.0,1972-73,2,0,,0,1,0,1,-1,0,TOT,1,23,0,NHL,0,,6,1,[],0
0,1972-73,0,0,,0,0,0,0,0,0,ATF,0,23,0,NHL,0,,2,0,[],0
100.0,1972-73,2,0,,0,1,0,1,-1,0,DET,1,23,0,NHL,0,,4,1,[],0
18.0,1973-74,12,16,,0,100,7,12,-3,23,DET,18,24,0,NHL,0,,47,41,[],6
10.9,1974-75,16,16,,1,129,10,7,-34,27,DET,14,25,1,NHL,1,,60,41,[],6
17.5,1975-76,36,19,,0,160,4,19,-12,23,TOT,28,26,0,NHL,2,,68,51,[],7
18.1,1975-76,30,12,,0,116,4,13,-8,16,DET,21,26,0,NHL,2,,50,37,[],6
15.9,1975-76,6,7,,0,44,0,6,-4,7,MNS,7,26,0,NHL,0,,18,14,[],1
8.3,1976-77,16,15,,0,120,0,10,-17,15,MNS,10,27,0,NHL,0,,73,25,[],0
16.7,1977-78,4,2,,0,6,0,1,-5,2,MNS,1,28,0,NHL,0,,8,3,[],0
14.3,1978-79,4,6,,0,35,1,4,-6,7,TOT,5,29,1,NHL,0,,28,12,[],1
16.7,1978-79,0,1,,0,6,0,1,-1,1,MNS,1,29,0,NHL,0,,10,2,[],0
13.8,1978-79,4,5,,0,29,1,3,-5,6,DET,4,29,1,NHL,0,,18,10,[],1
11.5,1979-80,10,12,,0,26,0,3,-8,12,DET,3,30,1,NHL,0,,42,15,[],0
