shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,7,0,3180,53,0,1961-62,0,17,3.34,SJHL,0,177,0,0,29,0,0,18,0,2,0,0,Weyburn Red Wings
0,0,0,0,60,1,0,1961-62,0,0,6.00,EPHL,0,6,0,0,1,0,0,18,0,0,0,0,Sudbury Wolves
0,0,6,0,3060,51,0,1962-63,0,28,2.98,SJHL,0,152,0,0,17,0,0,19,0,3,0,0,Weyburn Red Wings
0,0,4,0,3960,66,0,1963-64,0,40,3.35,EHL,0,221,0,0,22,0,0,20,0,4,0,0,Johnstown Jets
0,0,0,0,60,1,0,1963-64,0,0,3.00,CPHL,0,3,0,0,1,0,0,20,0,0,0,0,Cincinnati Wings
0,0,0,0,120,2,0,1963-64,0,1,3.50,AHL,0,7,0,0,1,0,0,20,0,0,0,0,Pittsburgh Hornets
0,0,0,0,4320,72,0,1964-65,0,41,4.06,EHL,0,292,0,0,31,0,0,21,0,2,0,0,Johnstown Jets
0,0,12,0,4040,68,0,1965-66,0,25,3.15,CPHL,0,212,0,0,31,0,0,22,0,2,0,0,Memphis Wings
0,0,1,0,426,8,0,1965-66,0,5,2.39,WHL,0,17,0,0,2,0,0,22,0,2,0,0,San Francisco Seals
0,0,3,0,948,16,0,1966-67,0,11,2.72,AHL,0,43,0,0,1,0,0,23,0,0,0,0,Pittsburgh Hornets
0,0,5,0,2960,50,0,1966-67,0,23,3.43,CPHL,0,169,0,0,21,0,0,23,0,0,0,0,Memphis Wings
0,0,8,0,3300,56,0,1967-68,0,23,3.49,AHL,0,192,0,0,25,0,0,24,0,2,0,0,Baltimore Clippers
0,0,0,0,1867,34,0,1969-70,0,0,3.44,AHL,0,107,0,0,0,0,0,26,0,0,0,0,Baltimore Clippers
