shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
199,0,0,174,422,7,0,1972-73,0,0,3.55,WHA,0,25,114,-3.07,0,0,.874,29,0,0,0,,0,WNJ
57,0,0,49,119,2,0,1973-74,0,0,4.03,WHA,0,8,0,0,0,0,.860,30,0,0,0,,0,WNJ
255,0,0,226,671,12,1,1975-76,0,0,2.59,WHA,0,29,133,-7.21,0,0,.886,32,10,1,1,,0,WNJ
569,0,0,498,1186,20,1,1976-77,0,0,3.59,WHA,0,71,101,-0.45,0,0,.875,33,0,1,1,,0,WNJ
0,0,0,0,271,5,1,1977-78,0,0,2.88,WHA,0,13,0,0,0,0,0,34,20,0,1,,0,WNJ
0,0,0,0,37,3,0,1978-79,0,0,4.86,WHA,0,3,0,0,0,0,0,35,0,0,0,,0,WNJ
