league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,27,0,21,15,5,0,,MNS,[],20.0,3,2,-2,3,0,1970-71,,0,29,0,2
NHL,70,1,22,68,9,1,,MNS,[],4.4,3,6,11,3,0,1971-72,,0,108,0,5
NHL,74,0,23,58,14,0,,MNS,[],5.2,3,11,11,3,0,1972-73,,0,75,0,11
NHL,77,2,24,66,17,0,,MNS,[],7.6,5,12,10,5,0,1973-74,,0,166,0,12
NHL,56,1,25,79,16,2,,MNS,[],7.6,5,10,-11,6,1,1974-75,,0,125,0,8
NHL,78,0,26,72,15,2,,MNS,[],1.4,1,14,-26,1,0,1975-76,,0,187,0,12
NHL,75,1,27,74,24,2,,MNS,[],8.1,4,18,-35,6,0,1976-77,,2,114,1,15
NHL,68,0,28,49,12,0,,TOT,[],4.1,2,10,-22,2,0,1977-78,,0,104,0,10
NHL,13,0,28,8,2,0,,MNS,[],0.0,0,2,-5,0,0,1977-78,,0,32,0,2
NHL,16,0,28,9,2,0,,CLR,[],0.0,0,2,-10,0,0,1977-78,,0,12,0,2
NHL,23,0,28,17,3,0,,CLE,[],0.0,0,3,-13,0,0,1977-78,,0,31,0,3
NHL,16,0,28,15,5,0,,BOS,[],13.3,2,3,6,2,0,1977-78,,0,29,0,3
NHL,64,0,29,73,10,0,,BOS,[],2.7,2,8,16,2,0,1978-79,,0,107,0,8
NHL,3,0,30,2,0,0,,BOS,[],0.0,0,0,-4,0,0,1979-80,,0,2,0,0
