goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
4.5,0,NHL,29,MTM,1769,21,11,0,0,70,0,0,4,1,13,0,0,0,0,0,1930-31,0,2.37,0,[],0
-0.3,0,NHL,1,NYA,60,22,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1931-32,0,6.00,0,[],0
3.8,0,NHL,25,MTM,1520,23,8,0,0,58,0,0,3,4,14,0,0,0,0,0,1932-33,0,2.29,0,[],0
7.6,0,NHL,0,MTM,0,24,18,0,0,122,0,0,0,6,19,0,0,0,0,0,1933-34,0,2.39,0,[],0
6.1,0,NHL,37,NYR,2290,25,12,0,0,94,0,0,6,4,19,0,0,0,0,0,1934-35,0,2.46,0,[],0
9.0,0,NHL,47,NYR,2980,26,17,0,0,95,0,0,0,8,18,0,0,0,0,0,1935-36,0,1.91,0,[],0
9.7,0,NHL,0,NYR,0,27,20,0,0,106,0,0,0,4,19,0,0,0,0,0,1936-37,0,2.11,0,[],0
10.7,0,NHL,0,NYR,2960,28,15,0,0,96,0,0,6,0,27,0,0,0,0,0,1937-38,0,1.95,0,"[{'link': '/awards/nhl_all_star.html#1938', 'name': None}]",0
9.9,0,NHL,0,NYR,2970,29,16,0,0,105,0,0,6,6,26,0,0,0,0,0,1938-39,0,2.12,0,[],0
0,0,NHL,0,NYR,0,30,11,0,0,77,0,0,0,0,27,0,0,0,0,0,1939-40,0,0,0,"[{'link': '/awards/nhl_all_star.html#1940', 'name': None}, {'link': '/awards/vezina.html#1940', 'name': None}]",0
8.4,0,NHL,0,NYR,3010,31,19,0,0,125,0,0,8,2,21,0,0,0,0,0,1940-41,0,2.49,0,[],0
