league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,34,0,24,35,5,0,,OAK,[],0.0,0,5,-18,0,0,1967-68,,0,90,0,5
NHL,18,0,25,10,5,1,,PIT,[],0.0,0,5,6,0,0,1968-69,,0,34,0,4
NHL,65,1,26,73,12,1,,PIT,[],6.8,5,7,-29,5,0,1969-70,,0,124,0,6
NHL,76,0,27,34,8,0,,BUF,[],2.9,1,7,-17,1,0,1970-71,,0,179,0,7
NHL,27,0,28,31,10,0,,BUF,[],0.0,0,10,0,0,0,1971-72,,0,52,0,10
NHL,74,0,29,63,16,1,,BUF,[],1.6,1,15,9,1,0,1972-73,,0,116,1,13
NHL,0,0,30,50,18,0,,TOT,[],6.0,3,15,-2,3,0,1973-74,,0,96,1,14
NHL,33,0,30,20,7,0,,BUF,[],0.0,0,7,9,0,0,1973-74,,0,52,1,6
NHL,45,0,30,30,11,0,,VAN,[],10.0,3,8,-11,3,0,1973-74,,0,44,0,8
NHL,79,0,31,100,22,3,,VAN,[],5.0,5,17,6,5,0,1974-75,,0,145,0,14
NHL,52,0,32,44,6,0,,VAN,[],2.3,0,5,-7,1,0,1975-76,,1,72,0,5
NHL,77,0,33,57,12,1,,TOT,[],1.8,1,11,-34,1,0,1976-77,,0,118,0,10
NHL,66,0,33,53,11,1,,CLR,[],1.9,1,10,-27,1,0,1976-77,,0,110,0,9
NHL,11,0,33,4,1,0,,TOR,[],0.0,0,1,-7,0,0,1976-77,,0,8,0,1
