pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,Farmington High School,23,0,67,High-CT,24,2003-04,15,44
12,Farmington High School,23,0,91,High-CT,24,2004-05,16,68
10,Avon Old Farms,30,0,56,High-CT,25,2005-06,17,26
14,Avon Old Farms,42,0,66,High-CT,26,2006-07,18,24
10,Boston University Terriers,13,1,29,H-East,39,2007-08,19,16
30,Boston University Terriers,32,29,50,H-East,44,2008-09,20,18
12,Boston University Terriers,27,18,38,H-East,33,2009-10,21,11
32,Syracuse Crunch,33,10,45,AHL,50,2010-11,22,12
2,Syracuse Crunch,16,0,22,AHL,19,2011-12,23,6
14,Neumarkt/Egna,26,0,52,Italy-2,19,2012-13,24,26
10,USA,2,4,4,WC,10,2014-15,26,2
