pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Edmonton Athletic Club,1,0,2,EJrHL,3,1936-37,17,1
8,Edmonton Athletic Club,13,0,16,EJrHL,4,1937-38,18,3
20,Edmonton Athletic Club,2,0,15,M-Cup,11,1937-38,18,13
5,Edmonton Athletic Club,0,0,3,EJrHL,2,1938-39,19,3
10,Edmonton Athletic Club,8,0,20,M-Cup,12,1938-39,19,12
2,Providence Reds,2,0,5,IAHL,6,1939-40,20,3
0,Calgary Currie Army,5,0,5,CNDHL,2,1943-44,24,0
8,Edmonton Flyers,5,0,10,WCSHL,8,1945-46,26,5
0,Cleveland Barons,0,0,0,AHL,4,1946-47,27,0
4,Cleveland Barons,5,0,9,AHL,9,1947-48,28,4
4,Cleveland Barons,3,0,4,AHL,5,1948-49,29,1
4,Cleveland Barons,4,0,7,AHL,9,1949-50,30,3
