goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
3.9,0,NHL,29,QUE,1504,19,13,103,0,83,0,-2.42,3,0,8,0,0,0,0,.892,1993-94,768,3.31,2,[],685
3.0,0,NHL,18,QUE,898,20,2,83,0,35,0,7.05,2,1,12,0,0,0,0,.917,1994-95,423,2.34,0,[],388
9.1,0,NHL,50,TOT,2892,21,17,92,0,138,0,12.34,5,3,26,0,0,0,0,.907,1995-96,1480,2.86,2,[],1342
0.7,0,NHL,10,COL,558,21,4,0,0,28,0,0,2,0,3,0,0,0,0,.874,1995-96,222,3.01,0,[],194
8.4,0,NHL,40,MTL,2334,21,13,86,0,110,0,17.79,3,3,23,0,0,0,0,.913,1995-96,1258,2.83,2,[],1148
10.8,0,NHL,61,MTL,3397,22,24,95,0,164,0,8.92,11,1,22,0,0,0,0,.910,1996-97,1815,2.90,0,[],1651
6.0,0,NHL,47,MTL,2652,23,15,105,2,109,0,-5.02,8,2,19,2,0,0,0,.902,1997-98,1109,2.47,0,[],1000
9.4,0,NHL,62,TOT,3543,24,30,102,1,159,0,-3.63,7,5,24,1,0,0,0,.906,1998-99,1685,2.69,2,[],1526
1.5,0,NHL,10,MTL,529,24,4,0,0,23,0,0,2,1,3,0,0,0,0,.908,1998-99,250,2.61,0,[],227
8.0,0,NHL,52,CHI,3014,24,26,103,1,136,0,-3.68,5,4,21,1,0,0,0,.905,1998-99,1435,2.71,2,[],1299
10.5,0,NHL,60,CHI,3438,25,26,98,0,158,0,2.53,7,3,25,0,0,0,0,.906,1999-00,1679,2.76,2,[],1521
8.9,0,NHL,66,CHI,3844,26,32,109,3,0,0,-14.48,7,6,27,3,0,0,0,.895,2000-01,1711,2.81,2,[],1531
9.0,0,NHL,67,CHI,3838,27,23,106,0,159,0,-9.00,9,6,33,0,0,0,0,.902,2001-02,1626,2.49,2,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-8'}]",1467
11.4,0,NHL,62,CHI,3650,28,28,93,0,144,0,10.06,7,8,26,0,0,0,0,.915,2002-03,1690,2.37,4,[],1546
2.9,0,NHL,14,CHI,821,29,7,97,0,39,0,1.08,2,1,5,0,0,0,0,.913,2003-04,450,2.85,0,[],411
1.6,0,NHL,16,PIT,807,31,9,126,0,60,0,-12.21,3,0,1,0,0,0,0,.876,2005-06,484,4.46,2,[],424
3.7,0,NHL,22,PIT,1101,32,8,96,0,52,0,2.20,2,1,7,0,0,0,0,.909,2006-07,572,2.83,0,[],520
0.3,4,NHL,12,BUF,507,33,4,0,0,28,7,0,2,2,3,0,.429,0,3,.869,2007-08,214,3.31,0,[],186
