power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,0,0,NHL,1947-48,23,0,NYR,,0,0,0,0,0,,,0,0
0,9,7,0,NHL,1948-49,24,2,TOR,,5,0,0,0,0,,SC,0,0
0,7,1,0,NHL,1949-50,25,1,TOR,,0,4,0,0,0,,,0,0
0,0,2,0,NHL,1950-51,26,1,TOR,,1,4,0,0,0,,SC,0,0
0,3,0,0,NHL,1951-52,27,0,TOR,,0,2,0,0,0,,,0,0
0,7,2,0,NHL,1952-53,28,0,CBH,,2,4,0,0,0,,,0,0
0,4,2,0,NHL,1953-54,29,1,BOS,,1,0,0,0,0,,,0,0
0,5,0,0,NHL,1954-55,30,0,BOS,,0,4,0,0,0,,,0,0
0,0,3,0,NHL,1956-57,32,2,BOS,,1,2,0,0,0,,,0,0
