average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,20,0,0,0,0,0,0,0,0,1965-66,BOS,0,0,[],0,,2
,1,0,0,NHL,22,1,11,1,3,0,0,0,0,1967-68,BOS,0,1,[],0.0,,4
,2,0,0,NHL,23,1,35,-14,19,0,0,0,1,1968-69,PIT,0,2,[],0.0,,17
,7,0,0,NHL,25,6,93,-3,66,1,0,0,0,1970-71,TOT,1,6,[],1.5,,66
,0,0,0,NHL,25,0,12,-4,9,0,0,0,0,1970-71,VAN,0,0,[],0.0,,13
,7,0,0,NHL,25,6,81,1,57,1,0,0,0,1970-71,STL,1,6,[],1.8,,53
,0,0,0,NHL,26,0,10,-4,14,0,0,0,0,1971-72,STL,0,0,[],0.0,,17
,33,0,0,WHA,27,0,186,0,0,5,1,0,0,1972-73,MFS,6,27,[],0,,76
,49,1,0,WHA,28,0,192,0,0,6,0,0,0,1973-74,MFS,6,43,[],0,,77
,55,1,0,WHA,29,0,67,-1,220,8,4,0,0,1974-75,MFS,12,43,[],5.5,,70
,19,0,0,WHA,30,0,63,-10,77,2,0,0,0,1975-76,TOT,2,17,[],2.6,,42
,15,0,0,WHA,30,0,49,-14,62,0,0,0,0,1975-76,DOT,2,13,[],3.2,,35
,4,0,0,WHA,30,0,14,4,15,0,0,0,0,1975-76,MFS,0,4,[],0.0,,7
,38,0,0,WHA,31,0,60,-12,158,3,1,0,0,1976-77,TOT,4,34,[],2.5,,70
,22,0,0,WHA,31,0,22,14,89,3,0,0,0,1976-77,MNF,3,19,[],3.4,,33
,16,0,0,WHA,31,0,38,-26,69,0,1,0,0,1976-77,CGC,1,15,[],1.4,,37
