pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Michigan Tech Huskies,0,0,0,WCHA,3,1969-70,19,0
46,Michigan Tech Huskies,9,0,16,WCHA,33,1970-71,20,7
36,Michigan Tech Huskies,9,0,16,WCHA,30,1971-72,21,7
28,Michigan Tech Huskies,11,0,22,WCHA,34,1972-73,22,11
7,Calumet Cooper Islanders,6,0,11,USHL,4,1972-73,22,5
167,Des Moines Capitols,39,0,70,IHL,72,1973-74,23,31
168,Richmond Robins,7,0,14,AHL,50,1974-75,24,7
141,Richmond Robins,19,0,44,AHL,69,1975-76,25,25
122,Springfield Indians,23,0,40,AHL,57,1976-77,26,17
83,Kansas City Red Wings,20,0,34,CHL,63,1977-78,27,14
11,Maine Mariners,2,0,5,AHL,15,1977-78,27,3
107,Philadelphia Firebirds,25,0,40,AHL,74,1978-79,28,15
95,Syracuse Firebirds,23,0,33,AHL,67,1979-80,29,10
