year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1953-54,17,1,34,1,0,SJHL,15,Prince Albert Mintos,2
1954-55,18,3,14,3,0,SJHL,10,Prince Albert Mintos,6
1955-56,19,6,12,7,0,SJHL,12,Prince Albert Mintos,13
1955-56,19,0,2,0,0,WHL,3,Saskatoon Quakers,0
1959-60,23,2,16,4,0,WHL,11,Vancouver Canucks,6
1960-61,24,2,6,3,0,WHL,9,Vancouver Canucks,5
1962-63,26,0,8,0,0,AHL,3,Baltimore Clippers,0
1963-64,27,1,10,2,0,AHL,6,Hershey Bears,3
1964-65,28,1,38,3,0,AHL,15,Hershey Bears,4
1966-67,30,0,6,4,0,AHL,5,Hershey Bears,4
1967-68,31,1,4,1,0,AHL,5,Hershey Bears,2
1968-69,32,3,38,4,0,AHL,11,Hershey Bears,7
1969-70,33,1,21,3,0,AHL,7,Hershey Bears,4
1970-71,34,1,15,0,0,AHL,4,Hershey Bears,1
1971-72,35,0,2,1,0,AHL,4,Hershey Bears,1
1972-73,36,1,8,5,0,AHL,7,Hershey Bears,6
1973-74,37,2,6,1,0,AHL,10,Hershey Bears,3
