year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1983-84,16,17,111,34,0,BCJHL,54,Summerland Buckaroos,51
1983-84,16,1,2,2,0,WHL,6,Portland Winter Hawks,3
1984-85,17,21,108,36,0,WHL,63,Portland Winter Hawks,57
1985-86,18,45,100,47,0,WHL,62,Portland Winter Hawks,92
1986-87,19,30,81,50,0,WHL,47,Portland Winter Hawks,80
1987-88,20,29,104,37,0,IHL,69,Flint Spirits,66
1988-89,21,9,48,12,0,IHL,30,Milwaukee Admirals,21
1988-89,21,9,69,16,0,AHL,30,Sherbrooke Canadiens,25
1989-90,22,18,144,40,0,AHL,65,Sherbrooke Canadiens,58
1990-91,23,0,4,0,0,AHL,4,Fredericton Canadiens,0
1990-91,23,14,66,21,0,IHL,51,2 Teams,35
1990-91,23,6,30,4,0,IHL,20,Kansas City Blades,10
1990-91,23,8,36,17,0,IHL,31,Albany Choppers,25
1991-92,24,24,102,42,0,ECHL,57,Winston-Salem Thunderbirds,66
1992-93,25,20,112,36,0,ColHL,39,Flint Generals,56
1993-94,26,43,217,58,0,ColHL,58,Muskegon Fury,101
1994-95,27,36,105,30,0,ColHL,54,2 Teams,66
1994-95,27,25,87,26,0,ColHL,43,Muskegon Fury,51
1994-95,27,11,18,4,0,ColHL,11,Saginaw Wheels,15
