pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Farjestads BK Karlstad Jr.,0,0,0,Swe-Jr.,2,1997-98,17,0
4,Farjestads BK Karlstad,0,0,1,Sweden,4,1998-99,18,1
10,Farjestads BK Karlstad,1,0,3,Sweden,7,1999-00,19,2
22,Farjestads BK Karlstad,7,0,14,Sweden,16,2000-01,20,7
56,Farjestads BK Karlstad,3,0,5,Sweden,14,2004-05,24,2
63,SC Rapperswil-Jona Lakers,8,0,12,Swiss,11,2005-06,25,4
18,SC Bern,5,0,10,Swiss,16,2006-07,26,5
4,SC Bern,4,0,4,Swiss,6,2007-08,27,0
14,Rapperswil-Jona Lakers,4,0,6,Swiss,5,2008-09,28,2
2,Rapperswil-Jona Lakers,6,0,12,Swiss,7,2009-10,29,6
2,Farjestads BK Karlstad,6,0,8,Sweden,11,2010-11,30,2
8,Farjestads BK Karlstad,3,0,6,Sweden,11,2011-12,31,3
10,Farjestads BK Karlstad,1,0,3,Sweden,10,2012-13,32,2
