assists,year,games_played,points,goals,team,age,pim,plus_minus,league
15,1980-81,36,24,9,Sherwood Park Crusaders,18,52,0,AJHL
6,1981-82,13,12,6,Sherwood Park Crusaders,19,28,0,AJHL
26,1981-82,57,34,8,Seattle Breakers,19,139,0,WHL
16,1982-83,70,18,2,Rochester Americans,20,100,0,AHL
19,1983-84,63,22,3,Rochester Americans,21,141,0,AHL
7,1984-85,15,8,1,Flint Generals,22,36,0,IHL
23,1984-85,51,32,9,Rochester Americans,22,113,0,AHL
0,1986-87,18,0,0,Rochester Americans,24,77,0,AHL
1,1987-88,7,1,0,Rochester Americans,25,33,0,AHL
21,1989-90,69,26,5,2 Teams,27,75,0,AHL
17,1989-90,53,22,5,Binghamton Whalers,27,55,0,AHL
4,1989-90,16,4,0,Maine Mariners,27,20,0,AHL
18,1990-91,72,24,6,San Diego Gulls,28,141,0,IHL
5,1993-94,11,8,3,Toledo Storm,31,37,0,ECHL
5,1994-95,10,6,1,Toledo Storm,32,19,0,ECHL
2,1994-95,10,2,0,Fort Worth Fire,32,12,0,CHL
12,1995-96,57,16,4,Fort Worth Fire,33,84,0,CHL
12,1997-98,23,14,2,Fort Worth Fire,35,32,0,CHL
