pim,team,assists,plus_minus,points,league,games_played,year,age,goals
54,Regina Abbotts,2,0,3,SJHL,16,1944-45,17,1
30,Regina Abbotts,1,0,4,SJHL,18,1945-46,18,3
40,Regina Capitals,5,0,12,SJHL,29,1946-47,19,7
39,Boston Olympics,4,0,6,EAHL,19,1947-48,20,2
64,Boston Olympics,5,0,10,QSHL,38,1947-48,20,5
84,Omaha Knights,14,0,18,USHL,62,1948-49,21,4
78,Omaha Knights,33,0,47,USHL,65,1949-50,22,14
58,Indianapolis Capitols,26,0,30,AHL,64,1950-51,23,4
56,Indianapolis Capitols,14,0,18,AHL,50,1951-52,24,4
74,Edmonton Flyers,19,0,28,WHL,56,1952-53,25,9
66,Edmonton Flyers,14,0,18,WHL,49,1953-54,26,4
52,Providence Reds,21,0,26,AHL,45,1954-55,27,5
18,Providence Reds,8,0,9,AHL,15,1955-56,28,1
66,Saskatoon Quakers,14,0,20,WHL,51,1955-56,28,6
56,Providence Reds,15,0,16,AHL,60,1956-57,29,1
72,Vancouver Canucks,21,0,28,WHL,68,1957-58,30,7
61,Winnipeg Warriors,25,0,32,WHL,56,1958-59,31,7
53,Winnipeg Warriors,32,0,36,WHL,56,1959-60,32,4
68,Spokane Comets,23,0,31,WHL,65,1960-61,33,8
4,Spokane Comets,1,0,1,WHL,2,1961-62,34,0
6,Regina Capitals,6,0,9,SSHL,8,1964-65,37,3
10,Regina Capitals,8,0,8,SSHL,6,1965-66,38,0
