pim,team,assists,plus_minus,points,league,games_played,year,age,goals
14,Noble and Greenough School,5,0,8,High-MA,20,2003-04,16,3
16,Noble and Greenough School,17,0,18,High-MA,24,2004-05,17,1
0,Noble and Greenough School,24,0,34,High-MA,29,2005-06,18,10
43,Providence College,7,0,12,H-East,36,2006-07,19,5
18,Providence College,4,0,6,H-East,36,2007-08,20,2
30,Providence College,5,0,9,H-East,33,2008-09,21,4
14,Providence College,17,0,22,H-East,34,2009-10,22,5
6,Albany Devils,3,4,4,AHL,19,2010-11,23,1
0,United States,1,-1,1,WC-A,4,2010-11,23,0
4,Bakersfield Condors,1,0,1,AHL,4,2015-16,28,0
16,Bakersfield Condors,14,9,17,AHL,39,2016-17,29,3
