shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1961-62,0,0,,0,0,0,0,0,0,CBH,0,21,0,NHL,0,,2,0,[],0
0,1963-64,4,0,,0,0,0,2,0,0,CBH,2,23,0,NHL,0,,23,2,[],0
0,1965-66,0,0,,0,0,0,0,0,0,DET,0,25,0,NHL,0,,1,0,[],0
0,1966-67,4,0,,0,0,0,4,0,3,DET,4,26,0,NHL,0,,12,7,[],0
11.1,1967-68,10,0,,0,18,1,2,-7,1,MNS,2,27,0,NHL,0,,17,3,[],0
16.5,1970-71,22,26,,0,127,12,16,-16,38,VAN,21,30,1,NHL,0,,77,59,[],5
13.0,1971-72,6,2,,0,46,4,5,-12,6,VAN,6,31,0,NHL,0,,32,12,[],1
0,1972-73,84,0,,0,0,0,19,0,42,HSA,28,32,7,WHA,2,,76,70,[],7
0,1973-74,25,0,,0,0,0,20,0,28,HSA,30,33,5,WHA,2,,0,58,[],8
14.2,1974-75,28,0,,0,127,0,13,2,29,HSA,18,34,0,WHA,5,,78,47,[],0
16.9,1975-76,18,0,,0,118,0,17,-3,26,HSA,20,35,8,WHA,0,,80,46,[],3
