year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1928-29,19,0,4,1,0,WJrHL,3,Elmwood Millionaires,1
1928-29,19,5,11,2,0,M-Cup,7,Elmwood Millionaires,7
1932-33,23,0,0,0,0,WCHL,2,Regina/Vancouver Maroons,0
1933-34,24,3,4,0,0,NWHL,7,Vancouver Lions,3
1934-35,25,4,8,2,0,NWHL,8,Vancouver Lions,6
1935-36,26,0,0,1,0,Can-Am,4,Philadelphia Ramblers,1
1936-37,27,2,0,1,0,IAHL,6,Philadelphia Ramblers,3
1937-38,28,1,2,2,0,IAHL,5,Philadelphia Ramblers,3
1938-39,29,2,2,6,0,IAHL,9,Philadelphia Ramblers,8
1939-40,30,0,4,1,0,IAHL,6,Hershey Bears,1
1940-41,31,4,4,2,0,AHL,10,Hershey Bears,6
1941-42,32,1,0,4,0,AHL,10,Hershey Bears,5
