goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.1,0,NHL,1,CBJ,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2007-08,5,0.00,0,[],5
0.8,0,NHL,3,CBJ,156,22,0,0,0,4,2,0,0,1,2,0,1.000,0,2,.950,2008-09,80,1.54,0,[],76
