assists,year,games_played,points,goals,team,age,pim,plus_minus,league
10,1992-93,12,18,8,Ste-Foy Gouverneurs,15,2,0,QAAA
0,1993-94,7,2,2,Granby Bisons,16,0,0,QMJHL
6,1994-95,13,8,2,Granby Bisons,17,4,0,QMJHL
27,1995-96,20,40,13,Granby Predateurs,18,12,0,QMJHL
2,1995-96,4,4,2,Granby Predateurs,18,5,0,M-Cup
4,1996-97,5,5,1,Granby Predateurs,19,6,0,QMJHL
0,1997-98,3,0,0,Adirondack Red Wings,20,0,0,AHL
2,1999-00,3,3,1,Quebec Citadelles,22,0,0,AHL
5,2000-01,9,6,1,Quebec Citadelles,23,2,0,AHL
4,2004-05,7,5,1,Grizzly Adams Wolfsburg,27,0,0,Germany
0,2005-06,5,1,1,EHC Wolfsburg,28,0,0,German-2
