pim,team,assists,plus_minus,points,league,games_played,year,age,goals
7,Toronto Nationals,33,0,60,ON-Jr.B,28,1975-76,15,27
35,Seneca Nationals,36,0,72,ON-Jr.B,32,1976-77,16,36
0,Peterborough Petes,3,0,3,OMJHL,3,1976-77,16,0
14,Sault Ste. Marie Greyhounds,112,0,182,OMJHL,63,1977-78,17,70
2,Canada,9,0,17,WJC-A,6,1977-78,17,8
2,Canada,7,0,12,Can-Cup,7,1981-82,21,5
0,Canada,8,0,14,WEC-A,10,1981-82,21,6
2,Canada,7,0,12,Can-Cup,8,1984-85,24,5
0,NHL All-Stars,4,0,4,RV-87,2,1986-87,26,0
2,Canada,18,0,21,Can-Cup,9,1987-88,27,3
2,Canada,8,0,12,Can-Cup,7,1991-92,31,4
2,Canada,4,0,7,W-Cup,8,1996-97,36,3
2,Canada,4,0,4,Olympics,6,1997-98,37,0
