average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,110,0,0,WHA,18,0,19,20,270,37,9,0,0,1978-79,TOT,46,64,"[{'link': '/awards/wha_all_star.html#1979', 'name': 'ASW-2'}, {'link': '/awards/kaplan.html#1979', 'name': None}]",17.0,,0
,6,0,0,WHA,18,0,0,-3,17,3,0,0,0,1978-79,INR,3,3,"[{'link': '/awards/wha_all_star.html#1979', 'name': 'ASW-2'}, {'link': '/awards/kaplan.html#1979', 'name': None}]",17.6,,8
,104,0,0,WHA,18,0,19,23,253,34,9,0,0,1978-79,EDO,43,61,"[{'link': '/awards/wha_all_star.html#1979', 'name': 'ASW-2'}, {'link': '/awards/kaplan.html#1979', 'name': None}]",17.0,,72
,0,6,1,NHL,19,62,21,15,284,37,13,1,23,1979-80,EDM,51,0,"[{'link': '/awards/nhl_all_star.html#1980', 'name': None}, {'link': '/awards/byng.html#1980', 'name': None}, {'link': '/awards/hart.html#1980', 'name': None}]",18.0,,79
,0,3,4,NHL,20,69,28,41,261,36,15,3,37,1980-81,EDM,55,0,"[{'link': '/awards/nhl_all_star.html#1981', 'name': None}, {'link': '/awards/voting-1981.html#byng', 'name': 'Byng-2'}, {'link': '/awards/hart.html#1981', 'name': None}, {'link': '/awards/ross.html#1981', 'name': None}]",21.1,,80
,0,0,0,NHL,21,79,26,0,0,0,18,2,39,1981-82,EDM,0,0,"[{'link': '/awards/nhl_all_star.html#1982', 'name': None}, {'link': '/awards/voting-1982.html#byng', 'name': 'Byng-3'}, {'link': '/awards/hart.html#1982', 'name': None}, {'link': '/awards/pearson.html#1982', 'name': None}, {'link': '/awards/ross.html#1982', 'name': None}]",24.9,,80
,0,9,0,NHL,22,85,59,60,0,47,18,4,36,1982-83,EDM,0,0,"[{'link': '/awards/nhl_all_star.html#1983', 'name': None}, {'link': '/awards/voting-1983.html#byng', 'name': 'Byng-5'}, {'link': '/awards/hart.html#1983', 'name': None}, {'link': '/awards/pearson.html#1983', 'name': None}, {'link': '/awards/ross.html#1983', 'name': None}]",20.4,,0
,0,11,0,NHL,23,82,39,0,324,0,0,11,25,1983-84,EDM,0,0,"[{'link': '/awards/nhl_all_star.html#1984', 'name': None}, {'link': '/awards/voting-1984.html#byng', 'name': 'Byng-6'}, {'link': '/awards/hart.html#1984', 'name': None}, {'link': '/awards/pearson.html#1984', 'name': None}, {'link': '/awards/ross.html#1984', 'name': None}]",0,,74
,0,7,0,NHL,24,93,52,0,0,0,8,7,35,1984-85,EDM,0,0,"[{'link': '/awards/nhl_all_star.html#1985', 'name': None}, {'link': '/awards/voting-1985.html#byng', 'name': 'Byng-15'}, {'link': '/awards/hart.html#1985', 'name': None}, {'link': '/awards/pearson.html#1985', 'name': None}, {'link': '/awards/ross.html#1985', 'name': None}, {'link': '/awards/voting-1985.html#selke', 'name': 'Selke-25'}, {'link': '/awards/smythe.html#1985', 'name': None}]",20.4,,0
,0,6,3,NHL,25,106,46,71,0,38,11,15,42,1985-86,EDM,52,0,"[{'link': '/awards/nhl_all_star.html#1986', 'name': None}, {'link': '/awards/voting-1986.html#byng', 'name': 'Byng-7'}, {'link': '/awards/hart.html#1986', 'name': None}, {'link': '/awards/ross.html#1986', 'name': None}, {'link': '/awards/voting-1986.html#selke', 'name': 'Selke-24'}]",14.9,,80
