power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,13,20,1,WHA,1978-79,18,10,EDO,,10,2,6,0,0,,,0,0
0,3,3,0,NHL,1979-80,19,2,EDM,,1,0,-3,0,8,,,25.0,2
2,9,21,1,NHL,1980-81,20,7,EDM,,14,4,10,1,39,,,17.9,4
1,5,12,1,NHL,1981-82,21,5,EDM,,7,8,-1,1,27,,,18.5,3
2,16,0,3,NHL,1982-83,22,12,EDM,,0,4,0,0,76,,,15.8,7
2,19,0,3,NHL,1983-84,23,13,EDM,,0,12,18,0,0,,SC,15.1,0
4,18,0,3,NHL,1984-85,24,17,EDM,,0,4,0,0,67,,SC,25.4,11
4,10,19,2,NHL,1985-86,25,8,EDM,,11,2,0,1,42,,,19.0,3
2,21,0,0,NHL,1986-87,26,5,EDM,,0,6,10,0,55,,SC,9.1,3
5,19,0,3,NHL,1987-88,27,12,EDM,,0,16,9,1,62,,SC,19.4,6
1,11,22,0,NHL,1988-89,28,5,LAK,,17,0,-4,1,42,,,11.9,3
1,7,10,0,NHL,1989-90,29,3,LAK,,7,0,-4,0,13,,,23.1,2
1,12,15,2,NHL,1990-91,30,4,LAK,,11,2,0,0,26,,,15.4,3
1,6,7,0,NHL,1991-92,31,2,LAK,,5,2,-3,0,11,,,18.2,1
4,0,0,0,NHL,1992-93,32,0,LAK,,0,4,6,1,76,,,19.7,0
1,13,16,1,NHL,1995-96,35,2,STL,,14,0,2,0,25,,,8.0,1
3,15,20,2,NHL,1996-97,36,10,NYR,,10,2,5,0,44,,,22.7,7
