league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,49,2,22,69,10,0,,STL,[],5.8,4,6,-9,4,0,1971-72,,0,48,0,6
NHL,75,1,23,98,34,1,,STL,[],14.3,13,20,-2,14,0,1972-73,,1,71,0,19
NHL,77,1,24,125,33,1,,STL,[],8.8,11,22,-19,11,0,1973-74,,0,58,0,21
NHL,77,0,25,111,36,0,,STL,[],8.1,9,27,13,9,0,1974-75,,0,106,0,27
NHL,58,1,26,71,18,1,,STL,[],11.3,8,10,-4,8,0,1975-76,,0,25,0,9
NHL,58,2,27,46,15,0,,STL,[],15.2,6,8,1,7,1,1976-77,,0,11,2,6
NHL,6,0,28,4,2,0,,STL,[],25.0,1,1,-3,1,0,1977-78,,0,4,0,1
NHL,11,0,30,13,5,0,,STL,[],15.4,2,3,-1,2,0,1979-80,,0,18,0,3
