year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1967-68,16,16,0,17,0,TBJHL,24,Port Arthur Marrs,33
1968-69,17,29,4,34,0,TBJHL,36,Port Arthur Marrs,63
1969-70,18,27,0,20,0,TBJHL,22,Port Arthur Marrs,47
1970-71,19,20,12,36,0,WCHA,36,University of Denver,56
1971-72,20,20,8,36,0,WCHA,21,University of Denver,56
1973-74,22,8,8,15,0,AHL,21,Springfield Kings,23
1973-74,22,1,4,11,0,WHL,10,Portland Buckaroos,12
1974-75,23,5,6,11,0,CHL,14,Fort Worth Texans,16
1974-75,23,2,4,2,0,AHL,6,Springfield Kings,4
1979-80,28,25,22,31,0,AHL,80,Binghamton Dusters,56
