assists,team,goals,year,games_played,points,pim,age,plus_minus,league
23,Thornhill Rattlers,11,2003-04,47,34,44,17,0,ON-Jr.A
8,Kitchener Rangers,5,2004-05,47,13,46,18,2,OHL
9,Thornhill Thunderbirds,5,2004-05,11,14,33,18,0,ON-Jr.A
11,Kitchener Rangers,6,2005-06,63,17,66,19,9,OHL
15,Kitchener Rangers,33,2006-07,56,48,69,20,8,OHL
10,University of New Brunswick,5,2007-08,27,15,22,21,0,AUAA
31,University of New Brunswick,19,2008-09,28,50,28,22,0,AUAA
13,Worcester Sharks,2,2009-10,64,15,45,23,0,AHL
13,Worcester Sharks,8,2010-11,73,21,45,24,13,AHL
7,Milwaukee Admirals,4,2011-12,30,11,12,25,1,AHL
0,Cincinnati Cyclones,0,2011-12,2,0,4,25,-2,ECHL
12,Milwaukee Admirals,17,2012-13,67,29,24,26,13,AHL
