assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1930-31,1,0,0,Capreol Caps,15,0,0,OHA-Sr.
2,1931-32,2,6,4,Stratford Midgets,16,2,0,OHA-Jr.
0,1932-33,3,4,4,Stratford Midgets,17,0,0,OHA
2,1932-33,8,13,11,Stratford Midgets,17,16,0,M-Cup
7,1933-34,12,21,14,Stratford Midgets,18,12,0,OHA-Jr.
7,1934-35,12,21,14,Saint John Beavers,19,12,0,NBSHL
0,1935-36,2,0,0,London Tecumsehs,20,0,0,IHL
0,1939-40,1,0,0,Providence Reds,24,2,0,IAHL
0,1940-41,5,1,1,Cleveland Barons,25,4,0,AHL
0,1941-42,4,2,2,Cleveland Barons,26,0,0,AHL
3,1942-43,5,10,7,Victoria Army,27,2,0,NNDHL
6,1942-43,18,30,24,Victoria Army,27,14,0,Al-Cup
0,1943-44,1,0,0,Vernon Army,28,0,0,NNDHL
4,1944-45,4,6,2,Toronto Army Shamrocks,29,2,0,TIHL
4,1944-45,2,8,4,Toronto Army Daggers,29,0,0,TNDHL
2,1947-48,9,6,4,San Diego/Fresno,32,0,0,PCHL
