giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,4,0,23,0,0,2,1,0,0,48,OTT,0,0,[],50.0,1,0,1,1,0,0,2000-01,0,12:04,0,0,0,0
0,NHL,11,0,24,0,0,9,0,0,0,150,OTT,0,0,[],0.0,0,0,5,0,0,0,2001-02,0,13:41,0,12,0,0
0,NHL,54,0,25,0,0,56,5,0,0,773,TOT,0,0,[],0.0,0,5,3,0,0,0,2002-03,0,14:18,0,18,0,5
0,NHL,20,0,25,0,0,28,2,0,0,244,OTT,0,0,[],0.0,0,2,2,0,0,0,2002-03,0,12:13,0,6,0,2
0,NHL,34,0,25,0,0,28,3,0,0,528,WSH,0,0,[],0.0,0,3,1,0,0,0,2002-03,0,15:32,0,12,0,3
0,NHL,80,0,26,0,0,90,12,0,1,1701,WSH,0,0,[],6.7,4,6,-28,6,0,0,2003-04,0,21:16,2,89,0,5
0,NHL,73,1,28,0,0,87,12,0,2,1193,FLA,0,0,[],4.6,3,8,3,4,0,0,2005-06,0,16:21,1,86,1,5
0,NHL,42,2,29,0,0,46,10,0,2,412,TOT,0,0,[],10.9,4,5,-6,5,0,0,2006-07,0,9:49,1,20,0,3
0,NHL,41,2,29,0,0,46,10,0,2,400,FLA,0,0,[],10.9,4,5,-5,5,0,0,2006-07,0,9:46,1,20,0,3
0,NHL,1,0,29,0,0,0,0,0,0,12,PIT,0,0,[],0,0,0,-1,0,0,0,2006-07,0,11:59,0,0,0,0
7,NHL,18,0,30,0,45,24,5,9,1,301,ATL,6,0,[],0.0,0,5,-5,0,0,0,2007-08,18,16:44,0,20,0,4
