age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,0,-1,NHL,6,0,1989-90,0,6,0,,0,2,,MTL,0
23,,12.5,1,0,-6,NHL,11,0,1990-91,0,8,1,,0,6,,MTL,1
24,,0.0,0,0,2,NHL,2,0,1991-92,0,2,0,,0,2,,MTL,0
25,,11.1,3,3,9,NHL,21,0,1992-93,0,27,3,,0,20,,TOR,6
26,,0.0,0,3,-3,NHL,18,0,1993-94,0,26,0,,0,16,,TOR,3
27,,0.0,0,2,5,NHL,6,0,1994-95,0,7,0,,0,2,,QUE,2
28,SC,0.0,0,5,6,NHL,0,0,1995-96,0,22,0,,0,12,,COL,5
29,,0.0,0,0,-1,NHL,17,0,1996-97,0,15,0,,0,25,,COL,0
30,,0.0,0,0,-1,NHL,7,0,1997-98,0,4,0,,0,4,,COL,0
31,,0.0,0,1,6,NHL,19,0,1998-99,0,16,0,22:45,0,12,432,COL,1
