average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
,0,3,0,0,0,NHL,22,1,0,39,-2,30,0,1,0,0,1,0,0,1994-95,VAN,1,0,2,0,3.3,,34,[]
,0,2,1,0,0,NHL,23,1,0,21,4,12,0,1,0,0,0,0,0,1995-96,VAN,1,0,1,0,8.3,,27,[]
,0,8,1,1,0,NHL,24,3,0,44,2,54,0,1,0,0,0,3,0,1996-97,TOT,2,0,6,0,3.7,,52,[]
,0,0,0,0,0,NHL,24,0,0,2,-2,2,0,0,0,0,0,0,0,1996-97,VAN,0,0,0,0,0.0,,3,[]
,0,8,1,1,0,NHL,24,3,0,42,4,52,0,1,0,0,0,3,0,1996-97,MTL,2,0,6,0,3.8,,49,[]
,0,3,0,0,0,NHL,25,0,0,26,-4,18,0,0,0,1,1,1,0,1997-98,TOT,1,0,2,0,5.6,,28,[]
,0,0,0,0,0,NHL,25,0,0,4,0,1,0,0,0,0,0,0,0,1997-98,MTL,0,0,0,0,0.0,,3,[]
,0,3,0,0,0,NHL,25,0,0,22,-4,17,0,0,0,1,1,1,0,1997-98,TBL,1,0,2,0,5.9,,25,[]
20:14,0,17,1,1,0,NHL,26,9,0,81,-22,73,0,3,0,1,0,3,0,1998-99,TBL,5,0,12,0,6.8,1578,78,[]
15:38,0,2,0,0,0,NHL,27,1,0,66,-12,23,0,1,0,0,0,0,0,1999-00,TBL,1,0,1,0,4.3,719,46,[]
19:43,0,7,0,0,0,NHL,28,5,0,80,-6,56,0,1,0,0,0,1,0,2000-01,TBL,1,0,6,0,1.8,1458,74,[]
20:07,0,13,1,0,0,NHL,29,9,0,58,-1,84,0,4,0,0,0,0,0,2001-02,TBL,4,0,9,0,4.8,1568,78,[]
18:25,0,4,0,0,0,NHL,30,3,0,31,3,23,0,1,0,0,0,0,0,2002-03,TBL,1,0,3,0,4.3,516,28,[]
19:02,0,7,1,0,0,NHL,31,5,0,58,8,78,0,2,0,0,0,0,0,2003-04,TBL,2,0,5,0,2.6,1503,79,[]
16:58,0,7,1,0,0,NHL,33,5,0,53,-24,23,0,0,0,1,0,1,0,2005-06,CHI,1,0,6,0,4.3,916,54,[]
16:17,0,7,0,0,0,NHL,34,6,0,64,-6,17,0,1,0,0,0,0,0,2006-07,CHI,1,0,6,0,5.9,1058,65,[]
18:04,100,13,1,0,68,NHL,35,10,1,38,21,55,100.0,3,0,0,0,0,11,2007-08,FLA,3,77,10,31,5.5,1175,65,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-19'}, {'link': '/awards/voting-2008.html#norris', 'name': 'Norris-17'}]"
16:48,123,10,0,0,62,NHL,36,7,0,37,-10,52,0,2,0,0,0,1,9,2008-09,FLA,2,58,8,32,3.8,1142,68,[]
12:38,55,8,0,0,34,NHL,38,8,0,8,4,22,0,0,0,0,0,0,7,2010-11,CHI,0,38,8,15,0.0,455,36,[]
