league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,4,0,26,9,0,0,,PHI,[],0.0,0,0,-1,0,0,1967-68,,0,2,0,0
NHL,35,0,27,77,14,6,,PHI,[],5.2,2,10,-10,4,0,1968-69,,2,8,0,4
NHL,56,4,28,163,44,9,,PHI,[],13.5,16,22,12,22,0,1969-70,,6,36,0,13
NHL,74,0,29,168,28,6,,PHI,[],5.4,5,19,-1,9,0,1970-71,,4,42,0,13
NHL,67,5,30,201,43,6,,PHI,[],11.4,17,20,6,23,0,1971-72,,6,22,0,14
NHL,70,0,31,146,36,10,,PHI,[],11.0,10,20,-3,16,0,1972-73,,6,6,0,10
NHL,52,1,32,97,36,2,,PHI,[],19.6,18,17,28,19,0,1973-74,,1,13,0,15
NHL,72,2,33,197,58,17,,KCS,[],13.2,13,32,-52,26,2,1974-75,,11,30,0,15
NHL,0,2,34,197,42,8,,TOT,[],9.6,16,23,-2,19,0,1975-76,,3,18,0,15
NHL,41,1,34,123,25,7,,KCS,[],8.1,8,15,-9,10,0,1975-76,,2,16,0,8
NHL,39,1,34,74,17,1,,PIT,[],12.2,8,8,7,9,0,1975-76,,1,2,0,7
NHL,52,2,35,105,31,2,,CLR,[],11.4,10,19,0,12,1,1976-77,,1,10,1,16
