won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
SC,0,NHL,4,MTL,240,24,1,0,0,7,0,0,0,1,3,0,0,0,0,0,1952-53,0,1.75,0,0
,0,NHL,8,MTL,480,25,3,0,0,15,0,0,0,0,5,0,0,0,0,0,1953-54,0,1.88,0,0
,0,NHL,0,MTL,639,26,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1954-55,0,2.82,0,0
SC,0,NHL,0,MTL,600,27,2,0,0,18,0,0,0,0,0,0,0,0,0,0,1955-56,0,0,2,0
SC,0,NHL,0,MTL,0,28,2,0,0,17,0,0,0,1,0,0,0,0,0,0,1956-57,0,0,4,0
SC,0,NHL,10,MTL,618,29,2,0,0,20,0,0,0,0,0,0,0,0,0,0,1957-58,0,0,2,0
SC,0,NHL,11,MTL,670,30,3,0,0,26,0,0,0,0,0,0,0,0,0,0,1958-59,0,0,0,0
SC,0,NHL,8,MTL,489,31,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1959-60,0,0,0,0
,0,NHL,6,MTL,412,32,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1960-61,0,2.33,2,0
,0,NHL,6,MTL,360,33,4,0,0,19,0,0,0,0,2,0,0,0,0,0,1961-62,0,3.17,0,0
,0,NHL,5,MTL,300,34,4,0,0,14,0,0,0,0,1,0,0,0,0,0,1962-63,0,2.80,0,0
,0,NHL,0,STL,0,40,2,0,1,14,0,0,0,0,0,1,0,0,0,0,1968-69,0,1.43,0,0
,0,NHL,6,STL,324,41,1,0,0,8,0,0,0,0,4,0,0,0,0,0,1969-70,0,0,2,0
,0,NHL,3,TOR,134,42,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1970-71,0,3.13,0,0
,0,NHL,1,TOR,60,43,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1971-72,0,5.00,0,0
,0,NHL,2,BOS,120,44,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1972-73,0,5.00,0,0
