assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Providence Bruins,0,2000-01,17,0,2,19,0,AHL
0,Providence Bruins,0,2001-02,2,0,0,20,0,AHL
0,Providence Bruins,2,2002-03,4,2,0,21,-3,AHL
0,Providence Bruins,0,2003-04,1,0,0,22,1,AHL
0,HC Rabat Kladno,0,2004-05,1,0,0,23,0,CzRep
0,TPS Turku,0,2005-06,2,0,0,24,0,Finland
1,Mora IK,0,2006-07,4,1,0,25,0,Sweden
3,Karpat Oulu,0,2010-11,3,3,6,29,0,Finland
5,Karpat Oulu,1,2011-12,9,6,33,30,0,Finland
2,Karpat Oulu,1,2012-13,3,3,2,31,0,Finland
