assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,HC Poldi Kladno Jr.,16,1996-97,37,19,0,15,0,CzRep-Jr.
24,HC Kladno Jr.,37,1997-98,46,61,0,16,0,CzRep-Jr.
0,HC Velvana Kladno,0,1997-98,1,0,0,16,0,CzRep
6,HC Kladno Jr.,6,1998-99,18,12,0,17,0,CzRep-Jr.
17,Langley Hornets,23,1998-99,33,40,41,17,0,BCHL
0,Czech Republic,0,1998-99,7,0,0,17,0,WJ18-A
51,Langley Hornets,53,1999-00,49,104,72,18,0,BCHL
6,Providence Bruins,13,2000-01,79,19,28,19,-21,AHL
19,Providence Bruins,28,2001-02,76,47,75,20,-15,AHL
16,Providence Bruins,10,2002-03,30,26,42,21,6,AHL
16,Providence Bruins,15,2003-04,62,31,51,22,-5,AHL
0,HC Rabat Kladno,0,2004-05,3,0,2,23,0,CzRep
12,HC Rabat Kladno,5,2005-06,42,17,62,24,0,CzRep
6,TPS Turku,3,2005-06,15,9,22,24,0,Finland
9,TPS Turku,9,2006-07,21,18,42,25,0,Finland
7,Mora IK,5,2006-07,32,12,24,25,0,Sweden
10,Mora IK,13,2007-08,48,23,32,26,0,Sweden
17,HC Mountfield Ceske Budejovice,18,2008-09,64,35,62,27,0,CzRep
19,2 Teams,11,2009-10,63,30,46,28,0,CzRep
2,HC Mountfield Ceske Budejovice,1,2009-10,9,3,16,28,0,CzRep
17,HC Kometa Brno,10,2009-10,54,27,30,28,0,CzRep
8,Karpat Oulu,5,2010-11,14,13,10,29,0,Finland
8,HC Kometa Brno,6,2010-11,44,14,28,29,0,CzRep
25,Karpat Oulu,21,2011-12,54,46,58,30,0,Finland
39,Karpat Oulu,16,2012-13,57,55,79,31,0,Finland
