pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,Edmonton Athletic Club,2,0,4,EJrHL,6,1948-49,16,2
4,Edmonton Athletic Club,1,0,2,M-Cup,7,1948-49,16,1
13,Regina Pats,8,0,19,WCJHL,12,1950-51,18,11
18,Regina Pats,6,0,13,M-Cup,15,1950-51,18,7
6,Kitchener Greenshirts,1,0,2,OHA-Jr.,4,1951-52,19,1
16,Montreal Royals,4,0,7,QMHL,12,1952-53,20,3
9,Cincinnati Mohawks,4,0,6,IHL,11,1953-54,21,2
20,Cincinnati Mohawks,6,0,9,IHL,9,1954-55,22,3
10,Cincinnati Mohawks,3,0,6,IHL,8,1955-56,23,3
28,Cincinnati Mohawks,5,0,8,IHL,7,1956-57,24,3
2,New Westminster Royals,3,0,4,WHL,4,1957-58,25,1
0,San Francisco Seals,0,0,0,WHL,2,1961-62,29,0
12,San Francisco Seals,3,0,8,WHL,17,1962-63,30,5
