age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0,0,5,0,NHL,0,0,1958-59,0,0,6,,0,18,,TOR,11
22,,8.6,0,1,-3,NHL,0,0,1959-60,0,0,3,,0,0,,TOR,4
23,,10.0,0,1,-3,NHL,5,0,1960-61,0,10,1,,0,6,,TOR,2
24,SC,16.2,0,6,-2,NHL,0,0,1961-62,0,37,6,,0,0,,TOR,12
25,SC,0.0,0,2,1,NHL,9,0,1962-63,0,19,0,,0,8,,TOR,2
26,SC,8.9,0,0,0,NHL,0,0,1963-64,0,45,4,,0,20,,TOR,15
27,,0.0,0,3,1,NHL,6,0,1964-65,0,15,0,,0,9,,TOR,3
28,,14.3,0,0,-2,NHL,4,0,1965-66,0,7,1,,0,10,,TOR,1
29,SC,6.5,0,7,-4,NHL,0,0,1966-67,0,46,3,,0,8,,TOR,10
32,,0.0,0,0,-6,NHL,4,0,1969-70,0,5,0,,0,2,,DET,0
33,SC,17.3,0,13,2,NHL,0,0,1970-71,0,81,0,,3,18,,MTL,0
34,,23.1,2,2,-5,NHL,6,0,1971-72,0,13,3,,1,2,,MTL,5
35,SC,20.5,8,14,0,NHL,0,0,1972-73,0,44,9,,1,6,,MTL,23
36,,6.3,1,2,-4,NHL,6,0,1973-74,0,16,1,,0,0,,MTL,3
37,,0,0,0,0,WHA,6,0,1974-75,0,0,3,,0,2,,TRT,3
40,,0,0,1,2,WHA,3,0,1977-78,0,0,1,,0,0,,BRB,2
