assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
40,2,41,21,,7.0,0.9,27,,10,RW,7.9,30,CLR,/players/p/paiemwi01.html,0,101,9,-13,Wilf Paiement,14.3,1977,81,5,78,287
29,0,30,20,,5.0,0.1,19,,13,C,5.1,16,CLR,/players/g/gardnpa01.html,0,25,11,-28,Paul Gardner,15.7,1977,59,0,60,191
27,2,24,30,,3.1,0.8,19,,4,LW,3.8,23,CLR,/players/c/crotega01.html,0,14,5,-18,Gary Croteau,16.6,1977,51,0,78,145
22,4,23,23,,2.5,0.8,21,,2,C,3.3,20,CLR,/players/p/pyattne01.html,0,20,2,-17,Nelson Pyatt,14.6,1977,45,0,77,158
25,0,14,21,,1.2,0.5,12,,3,LW,1.7,21,CLR,/players/d/deanba01.html,1,92,2,-26,Barry Dean,10.8,1977,39,0,79,130
21,2,15,27,,1.2,1.1,14,,2,C,2.4,19,CLR,/players/h/hudsoda01.html,0,14,1,-3,Dave Hudson,16.9,1977,36,0,73,89
25,1,7,22,,1.6,5.2,4,,4,D,6.8,21,CLR,/players/e/edurto01.html,0,39,3,14,Tom Edur,4.7,1977,32,0,80,150
19,2,12,35,,1.4,0.9,10,,2,RW,2.3,16,CLR,/players/n/noletsi01.html,1,10,1,0,Simon Nolet,11.4,1977,31,1,52,105
23,1,7,27,,2.0,2.1,6,,13,D,4.0,10,CLR,/players/m/mcelmji01.html,0,16,1,-15,Jim McElmury,8.6,1977,30,0,55,81
10,1,13,25,,0.5,0.3,10,,4,RW,0.8,6,CLR,/players/a/arnasch01.html,0,10,3,-23,Chuck Arnason,8.6,1977,23,0,61,152
18,0,4,23,,-0.6,0.6,4,,2,C,0.0,15,CLR,/players/a/andruro01.html,1,21,0,-18,Ron Andruff,3.8,1977,22,0,66,106
10,1,8,24,,1.0,0.3,6,,1,LW,1.3,9,CLR,/players/g/gruenda01.html,0,12,2,-6,Danny Gruen,13.3,1977,18,0,29,60
11,2,7,28,,-0.3,1.1,3,,1,LW,0.8,10,CLR,/players/d/duperde01.html,0,4,1,3,Denis Dupere,11.7,1977,18,3,57,60
11,0,2,24,,0.4,1.0,2,,4,D,1.4,7,CLR,/players/v/vanbojo01.html,0,32,0,-20,John Van Boxmeer,2.3,1977,13,0,41,88
8,0,3,24,,0.0,1.6,3,,1,D,1.6,7,CLR,/players/c/campbco01.html,0,67,0,-22,Colin Campbell,3.4,1977,11,0,54,87
10,0,1,33,,-0.4,1.9,1,,1,D,1.6,9,CLR,/players/p/pratttr01.html,0,110,0,-27,Tracy Pratt,1.9,1977,11,0,66,53
4,2,6,21,,0.1,0.2,6,,1,C,0.3,3,CLR,/players/d/delorro01.html,0,23,0,-11,Ron Delorme,19.4,1977,10,0,29,31
5,0,4,20,,0.3,-0.1,1,,3,C,0.2,2,CLR,/players/s/skinnla01.html,0,6,3,-13,Larry Skinner,10.0,1977,9,0,19,40
8,0,1,27,,-1.2,0.5,1,,1,LW,-0.7,7,CLR,/players/d/delpagu01.html,0,18,0,-10,Guy Delparte,2.7,1977,9,0,48,37
8,0,1,20,,-0.4,3.2,1,,1,D,2.7,6,CLR,/players/k/kitchmi01.html,1,36,0,-2,Mike Kitchen,2.2,1977,9,0,60,46
5,0,1,28,,-0.3,0.0,1,,0,RW,-0.3,5,CLR,/players/r/roberph01.html,0,23,0,-11,Phil Roberto,2.6,1977,6,0,22,38
6,0,0,28,,-0.7,2.2,0,,1,D,1.5,5,CLR,/players/l/leflebr01.html,0,27,0,-15,Bryan Lefley,0.0,1977,6,0,58,40
3,0,1,25,,-0.8,0.2,1,,0,LW,-0.7,3,CLR,/players/s/shanase01.html,0,40,0,-11,Sean Shanahan,3.0,1977,4,0,30,33
3,0,0,33,,-0.3,-0.2,0,,0,D,-0.4,2,CLR,/players/j/johnsla01.html,1,35,0,-25,Larry Johnston,0.0,1977,3,0,25,22
1,0,1,22,,0.0,0.4,1,,0,D,0.4,1,CLR,/players/l/lemelro01.html,0,21,0,-6,Roger Lemelin,4.0,1977,2,0,14,25
2,0,0,25,,-0.2,0.2,0,,0,C,-0.1,2,CLR,/players/b/bouchhe01.html,0,4,0,0,Henry Boucha,0.0,1977,2,0,9,10
2,0,0,25,,-0.2,0.7,0,,0,D,0.4,2,CLR,/players/d/durbast01.html,0,129,0,-6,Steve Durbano,0.0,1977,2,0,19,17
1,0,0,21,,0.0,0.1,0,,0,LW,0.1,1,CLR,/players/c/cairndo01.html,0,2,0,1,Don Cairns,0.0,1977,1,0,2,3
1,0,0,28,,0.0,0.0,0,,0,G,5.9,0,CLR,/players/p/plassmi01.html,0,0,0,0,Michel Plasse,,1977,1,0,54,0
0,0,0,31,,0.0,0.0,0,,0,G,3.0,0,CLR,/players/f/faveldo01.html,0,15,0,0,Doug Favell,,1977,0,0,30,0
0,0,0,27,,0.0,0.0,0,,0,G,0.8,0,CLR,/players/m/mckenbi01.html,0,0,0,0,Bill McKenzie,,1977,0,0,5,0
0,0,0,26,,0.0,0.0,0,,0,LW,0.0,0,CLR,/players/r/rotara01.html,0,0,0,0,Randy Rota,,1977,0,0,1,0
