shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
2,,RW,10.8,32,287,22,1,22,1,31,56,Wilf Paiement,7.2,0.8,87,7,114,,80,-14,6.4,23,/players/p/paiemwi01.html
0,,D,8.1,19,271,16,1,20,4,22,38,Barry Beck,8.4,3.3,60,6,89,,75,-14,5.1,18,/players/b/beckba01.html
0,,D,4.6,26,262,7,0,25,0,12,42,John Van Boxmeer,7.4,3.7,54,5,87,,80,-12,3.7,16,/players/v/vanbojo01.html
0,,C,22.6,12,133,17,0,21,3,30,22,Paul Gardner,5.0,0.2,52,13,29,,46,-17,4.9,10,/players/g/gardnpa01.html
0,,LW,16.0,19,119,16,0,23,1,19,21,Andy Spruce,2.7,0.9,40,3,43,,74,-7,1.8,2,/players/s/sprucan01.html
0,,LW,16.3,16,104,9,0,31,0,17,22,Gary Croteau,2.6,0.5,39,8,24,,62,-15,2.1,6,/players/c/crotega01.html
0,,C,11.3,14,133,15,0,24,1,15,18,Ron Andruff,1.4,0.7,33,0,31,,78,-16,0.7,4,/players/a/andruro01.html
0,,C,11.2,18,89,9,1,28,0,10,22,Dave Hudson,1.8,0.8,32,1,12,,60,-5,1.0,3,/players/h/hudsoda01.html
0,,D,6.7,18,120,6,1,24,0,8,23,Dennis Owchar,2.2,0.3,31,2,25,,60,-49,1.9,4,/players/o/owchade01.html
2,,LW,22.4,11,67,11,1,29,4,15,15,Denis Dupere,2.6,1.1,30,2,4,,54,9,1.5,3,/players/d/duperde01.html
0,,C,24.5,8,49,9,0,21,0,12,9,Joe Contini,1.7,0.5,21,3,28,,37,-2,1.2,1,/players/c/contijo01.html
0,,RW,13.2,11,76,10,0,22,0,10,11,Ron Delorme,0.2,0.4,21,0,47,,68,-20,-0.3,0,/players/d/delorro01.html
0,,C,10.3,12,87,8,0,24,0,9,12,Nelson Pyatt,-0.1,0.4,21,1,8,,71,-23,-0.5,0,/players/p/pyattne01.html
0,,RW,15.0,6,60,8,0,20,3,9,10,Randy Pierce,1.4,0.5,19,1,15,,35,0,0.9,4,/players/p/piercra01.html
0,,D,4.5,13,89,2,0,21,0,4,15,Mark Suzor,1.7,1.1,19,2,56,,60,-35,0.6,2,/players/s/suzorma01.html
0,,D,3.5,17,57,2,0,21,1,2,17,Mike Kitchen,3.0,2.6,19,0,45,,61,-12,0.4,0,/players/k/kitchmi01.html
0,,RW,7.6,10,66,4,0,25,0,5,13,Fred Ahern,0.4,0.1,18,1,19,,38,-16,0.3,3,/players/a/ahernfr01.html
1,,D,6.2,10,65,3,0,29,1,4,13,Bryan Lefley,3.9,3.7,17,0,12,,71,-4,0.2,3,/players/l/leflebr01.html
0,,C,12.8,6,47,3,1,22,0,6,9,Ralph Klassen,0.0,0.1,15,3,8,,44,-19,-0.1,2,/players/k/klassra01.html
0,,D,13.2,6,38,4,0,23,0,5,7,Tom Edur,2.7,1.7,12,1,10,,20,10,1.0,1,/players/e/edurto01.html
0,,RW,8.0,5,50,2,0,26,0,4,8,Chuck Arnason,0.5,0.4,12,2,10,,29,-3,0.1,3,/players/a/arnasch01.html
0,,D,5.6,6,36,2,0,28,0,2,8,Mike Christie,1.8,1.6,10,0,28,,35,-6,0.2,2,/players/c/chrismi01.html
0,,LW,9.1,3,33,2,0,24,0,3,6,Bob Neely,0.1,0.0,9,1,2,,22,-10,0.1,3,/players/n/neelybo01.html
0,,C,10.7,4,28,2,0,21,0,3,5,Larry Skinner,0.6,0.3,8,1,0,,14,2,0.3,1,/players/s/skinnla01.html
0,,LW,0.0,5,25,0,0,23,0,0,5,Rick Jodzio,-0.6,0.3,5,0,28,,32,-5,-0.9,0,/players/j/jodziri01.html
0,,G,,0,0,0,0,32,0,0,2,Doug Favell,6.0,0.0,2,0,2,,47,0,0.0,0,/players/f/faveldo01.html
0,,D,0.0,2,9,0,0,28,0,0,2,Dennis O'Brien,0.1,0.3,2,0,12,,16,-10,-0.2,0,/players/o/obriede01.html
0,,D,,0,0,0,0,23,0,0,0,Roger Lemelin,0.1,0.2,0,0,0,,3,0,-0.1,0,/players/l/lemelro01.html
0,,D,,0,0,0,0,22,0,0,0,John McCahill,0.0,0.1,0,0,0,,1,0,0.0,0,/players/m/mccahjo01.html
0,,D,,0,0,0,0,28,0,0,0,Jim McElmury,0.1,0.2,0,0,0,,2,1,0.0,0,/players/m/mcelmji01.html
0,,G,,0,0,0,0,28,0,0,0,Bill McKenzie,1.2,0.0,0,0,2,,12,0,0.0,0,/players/m/mckenbi01.html
0,,C,0.0,0,3,0,0,25,0,0,0,Lou Nistico,-0.1,0.0,0,0,0,,3,0,-0.1,0,/players/n/nistilo01.html
0,,G,,0,0,0,0,22,0,0,0,Bill Oleschuk,0.0,0.0,0,0,0,,2,0,0.0,0,/players/o/olescbi01.html
0,,G,,0,0,0,0,29,0,0,0,Michel Plasse,2.5,0.0,0,0,12,,25,0,0.0,0,/players/p/plassmi01.html
