game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,1,20,0,27,6,1993-94,5,0,2,0,,NHL,10.0,1,23,16,[],8,2,,CHI
0,-5,16,0,16,0,1994-95,0,0,0,0,,NHL,0.0,0,24,8,[],0,0,,CHI
0,3,33,0,43,3,1995-96,3,0,2,0,,NHL,6.1,0,25,14,[],5,2,,CHI
0,2,4,0,5,0,1996-97,0,0,0,0,,NHL,0.0,0,26,0,[],0,0,,CHI
0,-6,112,3,82,13,1997-98,10,1,5,0,,NHL,4.5,0,27,57,[],18,4,,CHI
0,-7,70,1,62,10,1998-99,9,2,4,0,14:29,NHL,5.7,0,28,14,[],14,2,898,TOT
0,0,1,0,1,0,1998-99,0,0,0,0,5:11,NHL,0.0,0,28,0,[],0,0,5,CHI
0,-7,69,1,61,10,1998-99,9,2,4,0,14:38,NHL,5.8,0,28,14,[],14,2,893,CGY
0,-12,29,0,23,1,1999-00,1,0,0,0,12:05,NHL,0.0,0,29,4,[],1,0,278,CGY
0,-4,70,0,60,4,2000-01,4,1,6,0,11:00,NHL,8.6,0,30,33,[],10,5,660,CHI
1,-1,48,0,29,2,2001-02,2,0,6,0,15:29,NHL,12.5,0,31,14,[],8,6,449,TOT
1,1,6,0,3,0,2001-02,0,0,1,0,11:50,NHL,16.7,0,31,4,[],1,1,35,CHI
0,-2,42,0,26,2,2001-02,2,0,5,0,15:54,NHL,11.9,0,31,10,[],7,5,413,NSH
0,3,23,1,28,6,2002-03,5,0,0,0,10:45,NHL,0.0,0,32,4,[],6,0,301,STL
